Company,Country,Department_1,Department_2,Department_3,Department_4,Salary,Currency
017601015-7,JOD,1,0,0,2,1298.72,usd
940725888-2,jod,0,1,2,0,1147.50,Euro
625261766-0,Kuwait,1,1,1,0,1308.42,usd
282761940-7,jod,1,0,0,1,825.86,usd
097477340-9,JOD,1,2,1,0,1484.71,$
724583441-5,JOD,1,0,0,1,834.61,USD
624966004-6,Kuwait,1,0,1,0,1388.11,$
855421251-7,egypt,0,0,1,2,1349.18,USD
302401774-7,JOD,2,2,1,1,1378.96,euro
430363916-8,egypt,1,1,0,1,1498.15,USD
255700794-3,Jordan,1,1,0,1,1328.50,$
810776594-X,JOD,0,0,0,2,726.95,Euro
402545393-2,JOD,0,0,2,0,1480.09,usd
680456265-8,egypt,1,2,1,2,1167.46,$
187663017-5,jod,1,2,0,0,1046.77,euro
246904415-4,jod,1,1,0,2,844.26,JOD
990415350-7,jod,1,1,2,2,1378.60,usd
538251088-1,JOD,0,1,1,2,625.63,usd
361524638-1,egypt,0,1,2,1,846.32,JOD
040800245-X,Jordan,2,2,0,1,1012.55,usd
721160633-9,Jordan,2,2,0,0,1210.01,Euro
919083128-4,jod,1,0,1,0,891.26,USD
358013861-8,Egypt,0,1,2,2,1155.92,euro
002352763-3,Egypt,2,2,0,0,1057.19,euro
958966651-5,egypt,2,1,0,1,615.08,USD
283437775-8,jod,1,0,0,2,1406.70,euro
735656579-X,egypt,1,2,1,2,690.65,USD
137157806-0,Egypt,0,1,1,0,947.14,euro
287425945-4,Jordan,0,2,0,1,1303.08,$
354691092-3,jod,2,0,1,1,1288.96,USD
536275489-0,jod,2,1,2,0,1194.33,usd
972459988-4,Jordan,2,2,2,2,849.97,euro
396876838-8,JOD,0,1,2,2,1096.50,JOD
765021986-0,Egypt,1,0,1,0,1018.48,JOD
069415873-9,Egypt,1,1,0,1,1458.03,$
609403392-2,Jordan,2,2,2,1,633.24,$
596906717-2,Kuwait,2,1,1,0,612.82,JOD
343022238-9,Kuwait,0,1,0,1,1025.55,Euro
934993257-1,Egypt,2,0,0,1,1185.25,USD
509007507-7,Jordan,1,0,1,0,657.23,$
372958184-8,,1,0,,1,1203.28,$
149792538-X,egypt,1,2,1,0,1077.68,Euro
637959447-7,Kuwait,1,0,2,0,1214.39,euro
571372678-9,JOD,2,0,2,1,1421.71,JOD
678527813-9,JOD,2,2,1,0,1481.73,usd
614733910-9,JOD,1,2,0,0,1264.88,USD
657540683-1,Jordan,0,1,2,1,1050.95,usd
003320766-6,jod,0,1,0,2,1252.20,Euro
594944445-0,egypt,2,2,2,0,935.16,Euro
480025057-9,Kuwait,0,2,2,1,1415.08,euro
634658519-3,JOD,1,2,2,1,841.12,$
430775855-2,Egypt,2,2,2,1,1491.45,Euro
460007054-2,JOD,0,2,0,0,927.32,euro
774073031-9,Jordan,1,2,2,1,1170.27,JOD
993427980-0,jod,2,0,2,2,877.92,usd
816128056-8,jod,0,1,2,1,779.58,Euro
069624722-4,egypt,1,2,0,0,966.23,euro
027265229-6,Egypt,2,1,0,2,1472.15,USD
477580216-X,Jordan,2,2,2,1,1059.60,euro
386443770-9,Jordan,1,0,1,2,916.51,euro
465001014-4,Egypt,2,1,0,2,1156.12,Euro
414423792-3,egypt,0,1,2,1,1048.06,usd
199205519-X,Egypt,1,1,2,2,1117.94,Euro
259113193-7,JOD,2,0,1,1,941.34,$
246874645-7,Jordan,0,0,2,1,1271.44,JOD
174730360-7,Egypt,0,2,2,2,630.30,USD
288213809-1,JOD,2,0,0,2,651.64,USD
066191718-5,Jordan,2,1,1,0,739.10,USD
556992320-9,jod,2,0,2,2,1115.52,JOD
598536394-5,Jordan,0,2,0,1,729.74,Euro
630717794-2,Egypt,0,0,0,0,854.96,JOD
292684496-4,egypt,1,2,0,1,1236.45,JOD
162293859-3,JOD,0,0,2,0,654.03,USD
897448054-9,Jordan,2,0,0,0,1182.78,euro
585392401-X,Kuwait,2,0,2,2,1211.60,euro
783222080-5,jod,2,1,0,1,659.19,usd
101263437-X,JOD,1,1,1,1,879.60,JOD
151923016-8,JOD,2,1,0,0,942.32,Euro
179486028-2,JOD,2,0,2,0,777.09,usd
469021495-6,JOD,1,1,2,2,976.70,usd
207318687-4,egypt,0,0,1,0,802.83,Euro
619996481-0,Egypt,2,0,1,1,1168.55,Euro
188692480-5,egypt,0,1,0,2,1076.84,JOD
920171515-3,Jordan,1,1,1,1,1356.65,usd
015768408-3,Kuwait,2,0,0,1,1151.67,euro
229045521-0,JOD,1,1,0,1,901.30,USD
433735901-X,JOD,2,2,0,0,833.29,USD
720835614-9,JOD,1,2,0,0,1017.39,euro
578751060-7,Jordan,1,1,0,0,1093.50,$
709496433-1,Egypt,1,1,0,1,1225.51,$
078422602-4,egypt,1,1,0,0,1462.13,JOD
203406690-1,Jordan,1,2,0,0,1093.82,usd
760623424-8,Egypt,2,2,0,0,1182.77,JOD
792984751-9,JOD,0,1,1,0,952.78,JOD
829062446-8,Egypt,0,1,0,2,855.33,USD
750942123-3,,1,1,,1,1383.53,Euro
874552983-3,Egypt,1,1,2,0,632.39,$
990080867-3,Egypt,1,0,2,1,1029.21,JOD
329293862-7,JOD,0,1,1,2,883.16,usd
511224265-5,JOD,1,0,2,0,988.35,usd
656087921-6,jod,1,0,1,0,1476.71,JOD
167872589-7,jod,0,1,2,2,769.08,JOD
832075286-8,Jordan,2,1,0,2,1414.83,JOD
073385558-X,Jordan,2,2,1,1,656.37,JOD
421364709-9,JOD,2,1,0,2,1225.04,JOD
204726100-7,Egypt,2,0,0,1,1177.41,JOD
503133554-8,jod,0,1,2,1,735.11,USD
497773709-1,Kuwait,2,1,1,2,919.07,euro
271900181-3,Jordan,2,2,2,2,1165.99,usd
989921319-5,JOD,0,0,2,2,1134.86,JOD
771865150-9,egypt,2,1,2,0,1178.70,USD
857187882-X,Kuwait,1,0,0,1,688.00,usd
158440556-2,,2,2,,2,778.94,Euro
701710054-9,jod,0,0,1,2,1199.53,USD
281786427-1,Egypt,0,2,2,1,787.18,usd
016657858-4,jod,2,0,2,0,982.54,JOD
052850552-1,Egypt,2,1,2,1,788.06,euro
434378122-4,Jordan,2,2,0,2,938.75,usd
191590776-4,Egypt,1,0,2,2,1230.92,usd
408051833-1,Jordan,2,2,0,0,1475.41,USD
259352552-5,Jordan,0,1,2,1,1060.24,Euro
632579278-5,JOD,0,1,0,1,864.85,Euro
188261830-0,jod,2,2,2,0,960.61,USD
880333095-X,jod,1,1,0,1,1222.37,usd
282258956-9,Jordan,0,1,0,0,1422.56,USD
699907032-6,egypt,1,2,0,1,908.87,euro
047758061-0,JOD,1,0,2,0,1410.30,euro
816953553-0,egypt,1,0,0,0,927.36,usd
412159720-6,Jordan,2,2,1,2,934.22,euro
985088578-5,Jordan,0,1,2,2,629.30,usd
893243882-X,Kuwait,2,1,0,0,1480.21,USD
830085386-3,jod,2,1,0,1,838.05,USD
631084100-9,Kuwait,2,2,0,0,880.12,$
245566148-2,JOD,2,0,2,2,656.04,USD
063973346-8,Jordan,1,1,2,2,1201.29,JOD
537318262-1,Egypt,2,2,1,0,1404.14,Euro
713323562-5,jod,1,2,0,0,1228.05,$
818668411-5,Kuwait,1,2,0,1,777.79,euro
778043672-1,egypt,2,1,1,2,863.45,$
560226089-7,JOD,1,2,1,1,760.60,euro
602933565-0,Jordan,2,2,0,2,990.57,Euro
486079969-0,Egypt,0,0,1,0,1257.80,usd
234443618-9,jod,2,2,2,2,1101.37,$
372855100-7,JOD,1,1,0,1,748.77,Euro
191577023-8,Kuwait,0,1,2,1,1037.78,euro
639109672-4,egypt,1,0,2,1,724.66,USD
535052792-4,Egypt,0,0,0,1,655.97,Euro
324684010-5,JOD,2,2,0,0,1329.71,usd
074970618-X,egypt,2,1,1,0,1025.84,usd
268043487-0,Egypt,1,1,1,2,1064.92,JOD
721294833-0,jod,0,0,1,1,1159.45,$
846649166-X,Egypt,0,0,2,1,679.86,JOD
412671153-8,Jordan,1,2,1,1,1313.64,USD
236422318-0,egypt,2,0,2,2,1428.37,JOD
323298495-9,egypt,0,0,0,1,819.81,USD
167319148-7,Egypt,2,1,1,1,789.24,USD
359508154-4,Egypt,0,1,2,2,1081.30,$
822598807-8,Jordan,1,2,2,1,1432.62,usd
427356477-7,Egypt,1,1,1,0,1125.52,JOD
495110194-7,JOD,1,0,0,2,1397.49,USD
878562150-1,jod,1,0,2,1,601.22,JOD
001540823-X,egypt,0,2,0,0,1163.73,Euro
590441842-6,Kuwait,0,2,2,1,704.83,usd
226853291-7,egypt,1,1,1,1,1370.52,JOD
064459928-6,egypt,2,1,2,0,816.16,JOD
713461398-4,jod,0,2,0,1,614.09,usd
989542355-1,egypt,2,2,0,1,1014.29,euro
707458550-5,JOD,0,2,0,0,714.59,USD
303976883-2,Jordan,1,0,0,2,1256.92,euro
935122796-0,Jordan,2,0,2,2,658.58,$
603915897-2,JOD,0,0,2,0,1105.57,Euro
356162180-5,jod,0,0,1,2,1333.97,euro
196879650-9,Kuwait,1,0,1,1,676.89,euro
547610991-9,Kuwait,2,1,0,0,1374.10,usd
356389606-2,jod,1,2,0,0,808.99,Euro
994264884-4,jod,2,2,2,1,1483.47,USD
301213418-2,jod,1,0,1,0,992.99,$
980290953-X,Egypt,0,1,1,2,999.03,USD
894678870-4,Jordan,0,2,1,2,640.26,euro
920069328-8,Jordan,1,1,2,2,1138.93,$
139712622-1,,2,0,,0,1231.03,$
414580214-4,egypt,2,1,0,2,1483.58,JOD
623010592-6,egypt,2,0,1,1,859.18,JOD
530010318-7,egypt,1,0,0,1,929.27,euro
118470802-9,Egypt,1,1,2,0,715.05,usd
940376179-2,Kuwait,1,2,1,1,792.48,euro
736683906-X,JOD,2,0,2,0,728.79,Euro
525018146-5,JOD,1,0,1,2,1042.55,Euro
916744435-0,Kuwait,1,0,0,2,1322.34,JOD
358421115-8,Egypt,0,0,0,2,1328.90,USD
080927114-1,Egypt,0,1,2,0,1158.03,$
398650801-5,Kuwait,0,1,0,1,1454.00,$
229266503-4,Kuwait,1,2,1,0,1080.07,USD
776086937-1,jod,2,1,2,2,1239.09,$
030529900-X,jod,2,1,1,0,1310.33,euro
379728999-5,egypt,1,0,0,1,1202.65,usd
468785854-6,jod,0,2,0,1,925.36,USD
367237458-X,,1,0,,2,982.24,$
389035857-8,egypt,0,2,0,2,1142.94,USD
597953309-5,jod,1,2,1,1,1037.76,$
125838108-7,Jordan,2,0,1,2,1269.76,Euro
208157035-1,JOD,0,2,0,2,654.67,euro
369068187-1,JOD,2,0,2,0,643.00,$
744498719-X,egypt,0,2,1,0,1156.65,JOD
094110124-X,egypt,0,0,2,1,1269.73,JOD
533709347-9,egypt,2,1,0,0,965.50,Euro
045895336-9,JOD,1,1,0,2,877.87,$
276487621-1,Jordan,1,2,1,1,900.96,USD
860355690-3,Jordan,1,1,2,0,951.16,euro
174496287-1,JOD,1,0,2,2,1295.80,JOD
377049260-9,Egypt,0,1,1,1,1204.64,usd
209443678-0,jod,2,0,2,1,1153.94,usd
420766625-7,jod,1,0,1,0,694.79,JOD
914396470-2,Kuwait,1,1,1,0,1102.17,euro
168197803-2,Egypt,1,1,2,0,743.47,$
073123980-6,egypt,1,1,1,0,748.89,euro
064785655-7,Kuwait,1,1,0,0,1240.78,Euro
468102820-7,Kuwait,2,0,1,0,717.06,Euro
145597787-X,jod,2,0,0,0,996.49,JOD
700762875-3,Kuwait,0,2,0,1,1471.21,Euro
127016965-3,Kuwait,0,0,2,2,1126.04,$
373652463-3,Jordan,1,1,0,2,914.99,USD
260722820-4,Egypt,1,2,1,1,1481.97,usd
185418870-4,JOD,0,2,2,2,627.38,Euro
577408597-X,egypt,1,0,1,0,787.37,JOD
176215428-5,Egypt,1,1,0,2,682.02,usd
946128469-1,Egypt,0,2,0,1,785.54,USD
731938165-6,JOD,2,0,2,2,1120.66,Euro
723422301-0,JOD,2,0,0,0,1338.83,euro
182301662-6,egypt,2,0,0,2,913.72,usd
158942286-4,JOD,2,2,2,1,949.87,USD
755113615-0,JOD,1,0,1,2,832.78,JOD
223303815-0,jod,1,0,1,0,1262.93,usd
432434348-9,egypt,0,1,1,2,913.99,$
780095911-2,egypt,2,2,1,2,1348.93,Euro
333442110-4,jod,1,2,0,2,1145.23,$
811205230-1,Kuwait,0,1,0,2,1467.48,Euro
845361652-3,jod,2,0,2,0,932.08,euro
393247654-9,JOD,0,1,2,0,664.85,Euro
027765949-3,egypt,2,2,1,0,1268.39,euro
545202217-1,,0,1,,0,828.67,Euro
375813373-4,Kuwait,1,1,2,1,777.92,Euro
755313521-6,Egypt,2,2,0,0,1354.93,usd
769302100-0,JOD,0,2,0,0,888.35,usd
220854988-0,jod,0,1,1,2,1059.87,JOD
152552604-9,Egypt,1,1,0,1,1248.91,USD
261263775-3,Kuwait,0,2,2,1,1184.57,Euro
971993725-4,Jordan,1,1,2,2,622.76,JOD
751205710-5,JOD,1,1,2,0,1045.22,euro
480059893-1,jod,1,1,0,2,1029.69,JOD
093554747-9,jod,0,1,1,0,955.43,JOD
795918927-7,Egypt,2,0,1,2,1256.92,USD
140198631-5,Jordan,2,2,0,0,1349.66,euro
768844277-X,egypt,0,0,0,0,804.74,USD
168631329-2,jod,0,0,2,0,627.91,$
525246127-9,JOD,2,2,0,1,1156.78,JOD
679582386-5,egypt,1,0,0,1,757.91,Euro
414574588-4,egypt,0,2,2,1,698.32,Euro
421165856-5,jod,1,0,1,2,1180.74,$
459323948-6,Jordan,1,0,0,1,1302.10,JOD
595129244-1,jod,1,1,0,2,778.04,usd
463226955-7,egypt,2,0,2,1,941.22,$
462799449-4,Jordan,0,2,1,1,1495.21,euro
910400327-6,egypt,1,1,1,0,818.13,USD
252565631-8,jod,0,2,2,1,1438.04,$
357671461-8,,1,0,,2,1298.82,usd
346595627-3,Jordan,2,2,2,0,1152.73,euro
733693388-2,Kuwait,2,0,0,0,605.33,$
004834056-1,Kuwait,2,1,0,0,1270.13,JOD
834359919-5,Egypt,2,1,2,1,1493.17,$
868284029-4,Kuwait,1,0,1,2,744.01,euro
297312496-4,Egypt,2,1,2,2,1479.46,Euro
026845652-6,egypt,1,0,1,0,1486.55,USD
482717470-9,,2,2,,1,607.09,$
808270019-X,JOD,2,2,2,0,624.25,JOD
289550634-5,Jordan,2,2,0,0,1023.38,USD
310841504-2,jod,2,2,1,2,887.70,USD
991041525-9,Jordan,0,2,1,1,1471.55,euro
439493123-1,Jordan,1,1,0,2,1203.71,euro
741736084-X,JOD,1,1,0,2,1179.53,USD
197956412-4,Kuwait,1,0,2,1,818.61,usd
853238052-2,Egypt,0,0,0,1,1242.80,USD
595499772-1,egypt,0,2,0,0,1217.29,JOD
557785915-8,Egypt,2,1,0,1,1254.34,$
773880020-8,Egypt,2,1,0,1,1473.64,JOD
839729719-7,jod,2,1,0,2,1159.70,USD
468193053-9,Kuwait,2,0,1,2,1446.01,$
281390920-3,Kuwait,2,2,0,1,735.95,JOD
874838076-8,jod,0,2,2,0,1018.58,euro
228103535-2,Kuwait,2,1,1,0,694.10,$
850502981-X,jod,0,2,2,0,848.59,$
376706356-5,egypt,2,1,2,2,1049.89,USD
714770548-3,jod,1,0,1,0,713.99,usd
556252028-1,Egypt,1,0,1,1,1346.16,USD
773182831-X,Kuwait,2,1,2,0,970.78,USD
133288296-X,JOD,2,0,1,2,1352.95,JOD
697846132-6,Jordan,2,2,1,0,1482.38,USD
232430538-0,jod,2,1,1,2,931.69,USD
588437992-7,jod,1,1,2,0,687.71,USD
696413845-5,egypt,0,2,0,0,971.13,JOD
894314153-X,Jordan,2,2,0,2,1393.16,euro
381731515-5,egypt,1,2,1,2,1017.62,euro
498050999-1,Kuwait,1,1,0,0,1058.27,usd
132605880-0,egypt,1,0,0,0,994.35,euro
491300500-6,JOD,1,2,0,1,621.53,euro
388185443-6,Jordan,0,0,1,1,763.33,euro
756945731-5,Egypt,2,1,0,2,1376.12,USD
799307008-2,Egypt,2,0,0,0,1163.37,usd
407255745-5,Jordan,2,1,1,1,1144.05,euro
229314157-8,Kuwait,1,1,2,2,1205.67,JOD
042917493-4,,2,2,,2,1049.49,JOD
936471620-5,,0,1,,2,779.95,JOD
282104615-4,Jordan,0,1,2,0,1420.42,Euro
572343705-4,JOD,1,1,0,0,956.38,USD
998071615-0,JOD,2,0,2,1,1301.75,euro
952502755-4,Jordan,0,1,2,2,694.93,Euro
056826643-9,jod,1,0,1,1,733.07,JOD
468861320-2,JOD,1,1,2,1,1133.94,Euro
349367634-4,egypt,1,2,1,1,727.75,JOD
159938425-6,Kuwait,1,1,0,0,1024.12,USD
614665094-3,Kuwait,2,2,0,1,692.17,euro
949606933-9,JOD,2,2,2,0,1461.66,euro
764282865-9,Kuwait,1,1,0,0,726.50,JOD
342225433-1,Kuwait,0,1,0,2,718.19,$
870478927-X,Jordan,0,0,1,2,838.74,Euro
982039278-0,JOD,1,1,1,2,1463.80,$
313274428-X,egypt,1,0,0,2,1488.09,Euro
679892170-1,egypt,0,2,2,1,1154.46,euro
257817240-4,Kuwait,0,0,1,2,1196.90,usd
768859714-5,Egypt,0,2,0,0,1103.87,Euro
870570011-6,JOD,1,1,0,2,816.50,Euro
468754875-X,Kuwait,1,0,0,2,1006.74,$
277694978-2,egypt,0,0,0,2,964.67,USD
643407068-3,JOD,1,2,2,1,662.75,USD
266049567-X,JOD,2,1,2,0,1044.74,usd
927823821-X,Kuwait,2,0,1,0,1060.50,JOD
485946349-8,JOD,1,0,2,1,784.92,JOD
504675374-X,Egypt,2,1,0,1,1334.42,$
959847880-7,Egypt,0,2,2,2,914.83,usd
030675449-5,Jordan,1,2,0,2,1241.51,$
712267778-8,Egypt,0,1,2,2,1217.85,$
646404803-1,egypt,0,1,0,1,1102.93,USD
842018701-1,egypt,0,0,1,1,711.24,usd
696153335-3,Egypt,1,1,0,1,636.38,JOD
284496362-5,Kuwait,1,1,1,0,1427.00,Euro
027404871-X,JOD,2,1,2,0,1217.15,USD
873350003-7,JOD,0,2,2,0,722.22,euro
045698430-5,Egypt,0,2,2,0,974.24,USD
309862628-3,JOD,1,2,2,2,688.75,$
803459410-5,jod,0,1,0,1,1454.24,JOD
792696125-6,egypt,0,1,2,2,937.47,$
427453435-9,Egypt,2,0,0,1,635.34,JOD
478606482-3,JOD,0,2,0,1,762.52,USD
992932537-9,Egypt,0,1,0,0,856.78,usd
895424183-2,Kuwait,1,0,0,1,1141.52,JOD
395556060-0,Egypt,0,1,0,2,1264.85,euro
972539969-2,egypt,2,1,2,1,1194.77,JOD
376819963-0,Egypt,2,2,2,2,1113.95,$
185425766-8,Kuwait,0,2,1,2,792.73,Euro
080135064-6,Egypt,0,1,0,1,818.25,usd
842593642-X,jod,1,0,1,0,1496.29,euro
992061175-1,,0,1,,1,725.11,$
350810154-1,JOD,1,1,0,0,1249.12,USD
303287356-8,Jordan,2,2,2,2,1250.84,JOD
381744598-9,JOD,0,2,2,0,1284.92,Euro
079999374-3,Jordan,2,1,0,2,1452.88,JOD
225196473-8,Kuwait,1,2,1,2,913.68,JOD
772641706-4,egypt,2,1,0,0,857.74,Euro
269035640-6,JOD,2,0,2,1,720.58,euro
026938667-X,jod,2,1,0,0,1043.00,euro
792284799-8,JOD,2,1,0,0,884.96,euro
384444664-8,JOD,2,2,0,2,704.67,euro
747296488-3,Egypt,0,0,0,1,1280.90,USD
373864322-2,Egypt,1,0,1,1,897.87,$
006730609-8,jod,1,2,1,1,878.65,$
028603920-6,Jordan,2,1,2,2,786.19,euro
478159722-X,Kuwait,0,2,1,1,1327.52,$
536531380-1,Egypt,0,2,1,1,972.30,JOD
898628276-3,jod,2,2,0,1,1168.70,euro
594190249-2,Egypt,1,0,1,0,1028.09,JOD
744895441-5,egypt,1,0,2,0,1005.16,euro
076610338-2,Kuwait,0,1,2,1,967.52,JOD
628264789-4,Kuwait,1,1,0,0,1348.95,usd
007953326-4,JOD,0,0,1,1,1001.01,JOD
665482833-X,Jordan,2,1,1,2,1408.69,usd
283134017-9,Kuwait,0,2,1,0,846.05,JOD
902986006-5,Egypt,1,1,0,0,610.05,$
203326951-5,Kuwait,1,1,2,0,957.05,USD
992865283-X,JOD,2,1,1,1,693.46,JOD
364387845-1,Jordan,0,1,0,0,927.00,USD
457195322-4,Jordan,1,1,2,0,1264.92,usd
136401414-9,egypt,2,2,2,2,773.72,USD
316246321-1,Jordan,0,0,2,0,751.32,USD
392627705-X,Egypt,1,1,2,0,1462.98,usd
555582126-3,Kuwait,0,2,0,2,916.70,USD
341185803-6,Kuwait,1,0,2,2,1170.93,euro
593460881-9,JOD,2,2,2,0,1324.90,euro
814306205-8,jod,0,1,1,0,606.16,usd
867190496-2,JOD,1,2,2,2,1429.72,USD
210857858-7,Kuwait,2,0,1,2,1441.69,$
954102585-4,JOD,1,2,2,2,849.79,euro
851942497-X,JOD,2,1,1,0,1162.79,Euro
786667729-8,Jordan,0,1,0,0,1461.50,USD
611291900-1,JOD,2,1,0,2,1364.62,Euro
646457638-0,Jordan,1,0,1,1,834.19,usd
137306746-2,JOD,2,2,2,2,910.02,Euro
556171575-5,Jordan,1,2,0,1,1167.31,JOD
434382035-1,Egypt,1,2,1,1,1289.72,JOD
359031736-1,JOD,0,2,1,2,948.22,JOD
930819077-5,Kuwait,2,1,0,2,740.21,usd
558989537-5,,1,0,,2,743.46,Euro
722542224-3,Kuwait,2,0,1,2,1124.04,USD
627187235-2,Egypt,1,0,0,2,1298.69,usd
544130570-3,jod,2,2,2,2,710.51,Euro
990907531-8,Jordan,0,1,2,2,1377.59,usd
700477914-9,Kuwait,0,1,1,2,1250.25,euro
879341346-7,Egypt,1,2,1,1,764.19,$
404851962-X,Egypt,1,0,2,0,1386.35,Euro
844192369-8,,1,0,,1,1116.62,$
162063759-6,Jordan,2,2,1,2,1134.63,USD
641215519-8,Jordan,1,2,1,2,808.14,Euro
953021715-3,egypt,1,2,0,2,642.44,USD
775847347-4,jod,1,1,0,1,1341.73,JOD
307910159-6,Egypt,0,0,1,1,1486.47,usd
703125362-4,JOD,2,2,0,1,740.36,USD
152773354-8,JOD,1,0,1,2,915.44,usd
146889073-5,egypt,2,2,0,1,1197.62,Euro
543318885-X,Jordan,1,1,0,2,1245.48,$
367850966-5,JOD,1,2,2,1,1223.15,Euro
975921204-8,Kuwait,2,2,2,1,1248.36,JOD
490134279-7,Kuwait,1,0,2,2,691.75,euro
383904475-8,egypt,1,0,0,1,1225.25,usd
959565752-2,jod,2,1,2,2,683.04,usd
462500073-4,,1,1,,0,1354.52,Euro
150173370-2,egypt,1,0,0,1,610.46,JOD
587278853-3,egypt,0,2,2,1,1284.77,euro
667441519-7,Egypt,0,1,0,0,692.34,$
877916315-7,JOD,1,0,0,1,746.50,JOD
813933207-0,Jordan,1,1,0,1,891.53,usd
162205598-5,Jordan,2,2,0,0,949.64,$
109663820-7,egypt,0,1,1,1,1442.19,euro
300836705-4,Jordan,2,1,2,1,1125.08,usd
699750031-5,jod,0,0,2,2,945.45,euro
465460298-4,JOD,2,1,1,0,689.34,Euro
041615277-5,jod,1,0,0,1,1238.37,$
360949433-6,JOD,1,0,2,1,1273.81,usd
020247128-4,Egypt,2,0,0,1,1212.37,$
200841673-9,egypt,1,2,0,1,1339.03,USD
660508981-2,jod,0,2,0,0,1489.61,euro
547197220-1,Egypt,1,0,0,0,1412.06,Euro
229206664-5,egypt,0,0,2,0,1041.11,USD
485492273-7,Kuwait,0,0,2,1,1283.87,usd
146877510-3,JOD,0,1,2,2,1275.03,usd
565995878-8,Egypt,2,0,2,2,1335.93,usd
887332457-6,Jordan,2,2,1,2,1341.28,usd
342215461-2,Kuwait,2,1,2,1,1433.74,usd
126961031-7,Egypt,1,2,1,1,1039.13,euro
701724585-7,Kuwait,2,0,2,0,1408.01,JOD
528331183-X,Kuwait,2,0,0,0,741.55,JOD
011421011-X,Egypt,2,0,2,0,1126.24,JOD
547049302-4,egypt,2,0,0,1,743.55,$
178324133-0,Egypt,2,1,1,2,1251.52,USD
211859280-9,Egypt,0,0,2,2,1332.79,Euro
101530039-1,Kuwait,0,2,1,2,623.07,$
232217162-X,egypt,2,2,1,2,1032.23,$
999489525-7,JOD,1,0,2,1,1419.52,USD
052159099-X,JOD,2,0,1,0,1363.43,JOD
319422885-4,Jordan,0,1,1,0,1083.23,Euro
523549302-8,Egypt,1,2,2,2,664.27,USD
501192485-8,Jordan,1,1,0,1,645.19,usd
919178931-1,egypt,1,2,2,1,1475.49,Euro
228086513-0,jod,0,0,1,2,1377.67,euro
279234699-X,egypt,0,0,2,1,1195.70,JOD
024362445-X,Egypt,0,0,2,2,745.89,JOD
141676676-6,Kuwait,1,2,2,1,1293.42,Euro
215975917-1,egypt,1,1,0,2,1387.30,usd
736965029-4,Egypt,2,1,2,0,1216.39,$
392466181-2,jod,2,2,0,2,730.13,USD
797918919-1,Kuwait,0,1,0,1,1375.40,usd
993634194-5,egypt,2,2,0,0,901.95,euro
995297016-1,Kuwait,0,2,0,0,1311.41,USD
271423951-X,Jordan,2,1,2,0,661.44,usd
148807149-7,JOD,1,2,0,0,1101.56,Euro
374812693-X,jod,1,1,2,1,820.73,Euro
974866086-9,jod,2,1,0,2,650.16,usd
296838632-8,Kuwait,0,1,0,2,1217.56,$
072366687-3,egypt,1,2,2,2,911.73,JOD
339611950-9,Kuwait,0,0,1,1,1322.33,JOD
419711696-9,Jordan,1,0,2,2,903.21,Euro
494389592-1,Kuwait,0,0,0,1,1408.81,JOD
323864095-X,Jordan,2,2,0,2,934.66,Euro
961180660-4,Jordan,0,2,1,1,808.31,USD
431427700-9,Kuwait,0,1,2,1,785.26,usd
168021626-0,JOD,1,2,0,0,738.45,Euro
293214980-6,Egypt,1,0,2,0,1273.57,usd
828379064-1,jod,0,2,2,1,603.58,Euro
104733840-8,jod,1,1,1,2,1403.23,usd
287527358-2,jod,2,0,2,1,710.19,JOD
472722288-4,egypt,0,1,1,2,898.98,USD
589354450-1,jod,1,2,0,1,982.16,usd
765060861-1,JOD,0,0,2,0,1030.67,USD
430138157-0,Kuwait,1,1,1,2,1403.84,usd
938193174-7,Egypt,0,2,1,1,1014.63,Euro
792130468-0,egypt,2,2,1,1,927.71,euro
410542885-3,Jordan,1,2,0,2,1486.50,usd
271993340-6,Jordan,2,0,0,0,1033.03,Euro
128127103-9,Jordan,0,1,0,2,980.89,euro
346769538-8,Jordan,2,0,1,2,847.58,JOD
025868568-9,Jordan,0,0,0,2,643.91,JOD
521445674-3,jod,1,0,1,1,1242.62,$
566570420-2,jod,0,0,0,1,1303.92,JOD
857103574-1,JOD,0,1,2,0,720.34,USD
765840716-X,Egypt,2,2,0,1,1135.18,USD
228929440-3,jod,0,2,2,1,1284.09,$
616039741-9,JOD,2,2,0,1,1127.09,Euro
362189246-X,Jordan,1,2,1,1,1495.40,euro
108017834-1,Egypt,1,0,2,0,970.40,Euro
855481946-2,egypt,2,1,1,1,1061.88,$
006232953-7,JOD,0,2,0,1,1047.69,euro
201277916-6,Jordan,1,0,0,1,605.20,euro
448736675-5,Jordan,1,1,0,1,1011.52,USD
849602184-X,Kuwait,1,0,1,1,682.54,usd
578699797-9,Kuwait,0,1,2,2,1213.19,Euro
096280034-1,egypt,2,2,0,2,1037.71,euro
230057700-3,JOD,2,1,2,2,1374.38,$
474009419-3,Jordan,2,1,1,2,893.25,JOD
898128930-1,jod,0,2,2,1,1157.86,euro
630509684-8,Jordan,0,1,2,0,798.71,USD
375503242-2,jod,0,0,1,1,1384.31,usd
761478680-7,Egypt,2,1,0,2,726.25,$
486728098-4,jod,2,0,0,1,869.10,$
074609767-0,Kuwait,1,1,0,2,1076.31,euro
541074911-1,Egypt,0,2,2,0,805.64,JOD
173826236-7,jod,0,0,0,1,867.52,euro
