Project_ID,Programming Language,Employee_1,Employee_2,Employee_3,Employee_4,Award,Currency
046710527-8,R,2,1,2,0,234.38,JOD
297683461-X,PYTHON,1,0,2,0,361.40,USD
130653971-4,java,0,2,0,1,244.60,JOD
185025509-1,C++,0,0,0,0,346.97,Euro
970140175-1,JAVA,1,1,2,0,209.75,USD
985483075-6,java,0,0,0,0,273.92,JOD
741473159-6,c++,0,2,1,2,331.92,USD
390952051-0,Python,2,1,1,0,313.89,JOD
674970730-0,java,1,2,0,0,479.07,JOD
826676446-8,PYTHON,2,1,2,0,121.73,Euro
293383137-6,java,2,2,1,0,267.66,Euro
177249168-3,PYTHON,0,0,1,0,225.35,Euro
835216305-1,JAVA,1,,2,1,314.78,USD
927065337-4,R,2,2,1,1,354.77,Euro
895706250-5,JAVA,1,2,0,1,223.89,JOD
522932418-X,C++,0,2,1,0,249.40,Euro
206862844-9,JAVA,1,1,0,1,437.90,JOD
881595991-2,Python,2,1,0,2,402.61,USD
591662373-9,C++,0,1,2,2,309.81,JOD
407532755-8,R,2,,1,0,309.91,JOD
636270655-2,R,0,1,1,2,218.81,USD
146868788-3,java,0,1,2,1,393.95,Euro
115143684-4,R,2,1,0,1,196.92,USD
657265927-5,C++,1,0,0,2,241.31,JOD
208702423-5,Python,0,1,0,1,175.28,Euro
544997804-9,c++,1,0,0,2,322.81,JOD
861840094-7,c++,1,1,1,2,236.64,Euro
257241665-4,R,2,1,0,2,219.60,USD
894718732-1,Python,2,2,0,2,164.02,Euro
441789475-2,PYTHON,2,1,1,1,292.45,JOD
144852084-3,PYTHON,2,2,0,2,124.44,JOD
296985776-6,JAVA,2,1,0,0,389.28,USD
442244204-X,c++,2,1,0,1,252.50,USD
846839971-X,PYTHON,1,0,2,2,140.94,Euro
508984659-6,PYTHON,1,2,1,1,466.73,JOD
495220780-3,R,1,2,0,1,481.35,Euro
081849255-4,PYTHON,2,2,0,1,154.04,USD
664110764-7,Python,1,0,2,0,161.11,Euro
911713071-9,C++,1,0,0,0,348.87,JOD
646054968-0,C++,2,0,0,1,297.33,USD
395905709-1,C++,1,0,2,0,133.85,USD
388103546-X,C++,0,2,0,2,491.99,Euro
046922606-4,java,2,2,2,0,289.57,USD
903580279-9,C++,2,,0,0,355.24,USD
137559071-5,Python,1,1,2,2,477.44,JOD
483794767-0,Python,0,1,2,1,189.84,Euro
980404419-6,Python,1,2,1,1,153.81,Euro
603681221-3,java,0,0,2,0,208.77,JOD
723506679-2,JAVA,0,1,2,2,446.57,Euro
422990060-0,R,0,0,2,1,475.76,Euro
543234003-8,java,2,0,1,2,328.82,JOD
369586930-5,c++,2,2,0,2,370.64,JOD
493341393-2,JAVA,1,1,1,1,315.55,JOD
634379250-3,C++,1,2,2,1,435.15,JOD
464099676-4,R,1,2,0,0,179.85,Euro
996207373-1,PYTHON,2,2,1,1,457.30,Euro
872631270-0,C++,2,0,2,0,176.10,Euro
519786209-2,PYTHON,1,0,0,1,435.23,Euro
892766268-7,JAVA,1,0,2,2,438.45,JOD
096457486-1,R,0,0,2,0,433.48,JOD
088896835-3,c++,1,1,2,1,282.58,Euro
725873241-1,PYTHON,1,0,1,2,450.15,USD
720918906-8,R,2,2,0,0,200.59,USD
923708523-0,PYTHON,1,1,2,2,221.55,Euro
208504078-0,JAVA,0,2,1,0,117.56,Euro
695196686-9,PYTHON,1,1,1,0,293.19,JOD
535528238-5,C++,1,2,1,2,114.15,JOD
307401757-0,JAVA,1,0,0,1,344.12,Euro
764469239-8,Python,2,0,1,0,144.94,JOD
825687382-5,R,1,2,2,2,158.22,Euro
900908233-4,R,2,0,0,0,190.79,USD
627635644-1,JAVA,0,1,2,0,258.61,USD
571127061-3,PYTHON,1,2,0,1,450.59,Euro
289821269-5,java,0,1,0,1,183.83,JOD
909806706-9,R,1,0,1,1,225.01,USD
396439422-X,c++,0,2,0,2,214.65,JOD
309383076-1,C++,2,1,2,1,438.18,USD
091322231-3,c++,0,1,2,0,280.12,USD
801952226-3,R,1,2,2,0,489.03,USD
607525430-7,c++,2,2,2,0,471.62,USD
906114152-4,R,2,1,1,1,166.74,Euro
777588235-2,java,2,2,0,2,265.53,USD
135470051-1,C++,0,0,1,1,283.30,JOD
263059290-1,java,0,0,1,1,492.42,USD
825754406-X,c++,1,2,1,2,433.59,Euro
311279731-0,C++,0,0,1,0,174.58,USD
884693271-4,Python,2,0,0,1,190.55,JOD
950074568-2,PYTHON,0,1,0,1,290.44,Euro
823989652-9,java,0,0,1,1,303.42,USD
196285278-4,java,0,2,2,0,364.58,Euro
882738402-2,java,0,2,2,0,260.65,USD
035096047-X,R,2,,0,2,371.35,JOD
696982925-1,Python,2,2,0,1,143.19,USD
901804272-2,java,2,0,2,0,254.59,USD
848758517-5,java,2,1,1,1,295.26,Euro
064077342-7,c++,2,1,0,1,484.61,Euro
653337966-6,JAVA,1,1,2,1,371.71,JOD
586129994-3,R,1,2,1,2,270.61,Euro
181989754-0,java,1,0,2,2,209.36,USD
300144751-6,PYTHON,2,2,0,0,420.78,JOD
701897516-6,C++,1,1,1,0,269.21,USD
563993539-1,Python,0,1,0,2,482.38,JOD
388258948-5,java,0,2,1,2,240.30,USD
144101754-2,R,2,0,0,2,401.78,JOD
326235045-1,PYTHON,2,2,1,1,213.35,JOD
920055199-8,C++,2,0,2,2,349.09,Euro
603437936-9,java,2,0,1,0,371.66,JOD
695655611-1,Python,2,2,2,1,472.17,USD
453425329-X,c++,1,1,0,0,370.90,USD
206749449-X,R,2,0,0,0,245.84,JOD
056216912-1,Python,1,2,0,0,395.87,Euro
016571189-2,java,2,2,0,0,441.66,USD
309089318-5,C++,2,1,2,2,307.17,USD
749890174-9,C++,2,2,0,1,291.06,Euro
256880742-3,C++,0,,1,0,432.69,JOD
138456437-3,java,2,0,1,1,319.43,USD
647420884-8,Python,1,2,1,2,372.35,USD
105231220-9,C++,0,2,1,2,486.20,JOD
106448467-0,c++,0,1,0,0,178.38,JOD
755754280-0,Python,0,0,2,2,231.92,Euro
252170142-4,R,2,2,1,2,245.24,USD
006178999-2,c++,0,1,1,2,288.57,Euro
619750967-9,R,0,2,0,0,301.85,JOD
983947887-7,c++,0,1,1,2,387.19,JOD
948762603-4,Python,2,0,1,1,184.73,Euro
990355777-9,Python,0,1,2,1,273.24,Euro
226115157-8,PYTHON,1,0,1,1,485.79,USD
155163129-6,JAVA,1,0,0,0,152.87,Euro
161181573-8,Python,0,2,0,2,375.62,JOD
222272902-5,C++,2,0,1,0,410.53,USD
633523003-8,c++,0,1,1,0,366.25,Euro
950704649-6,PYTHON,1,1,1,1,252.15,Euro
197466694-8,PYTHON,0,2,0,1,349.12,Euro
008692688-8,c++,0,2,1,1,129.57,JOD
182366702-3,Python,0,0,0,2,194.97,Euro
162406075-7,PYTHON,2,2,2,1,444.43,USD
724258872-3,R,1,0,1,1,394.59,Euro
633189648-1,JAVA,2,0,2,0,371.94,JOD
005948883-2,JAVA,0,0,0,0,383.51,USD
492543675-9,java,2,2,1,0,261.85,USD
993668490-7,Python,1,0,0,2,210.08,USD
555120486-3,R,0,1,2,2,454.00,USD
061447390-X,Python,2,2,0,0,284.77,Euro
275246557-2,R,1,0,1,1,203.75,JOD
564489525-4,JAVA,1,1,2,2,370.80,JOD
969365137-5,java,2,0,2,2,156.93,Euro
335321635-9,C++,2,0,0,1,444.84,USD
739759177-9,c++,0,2,2,1,219.71,Euro
289296061-4,PYTHON,1,1,1,0,351.97,Euro
132187937-7,C++,0,0,2,1,187.99,USD
445643972-6,c++,0,2,2,2,213.94,JOD
719207863-8,java,1,1,2,2,315.35,JOD
231817101-7,R,1,0,0,2,489.10,USD
739817320-2,Python,0,0,0,0,112.24,USD
409644879-6,R,1,1,1,2,370.34,Euro
245323383-1,c++,1,0,0,0,159.21,Euro
835417942-7,Python,1,2,1,1,265.92,JOD
749970750-4,c++,0,0,0,2,228.68,JOD
053075318-9,,2,1,1,0,204.09,USD
901427618-4,c++,2,1,0,2,329.84,Euro
850861412-8,PYTHON,0,1,0,1,146.73,JOD
410809866-8,R,0,0,2,2,107.25,JOD
597571789-2,Python,2,2,1,2,221.15,Euro
054817863-1,JAVA,0,2,1,2,422.95,USD
684697626-4,Python,0,0,1,0,404.26,USD
795322776-2,java,0,2,2,0,381.02,USD
570597722-0,java,1,0,2,0,287.37,Euro
306766469-8,PYTHON,1,2,0,1,468.14,JOD
824143726-9,PYTHON,1,1,0,0,189.27,Euro
572496042-7,R,2,1,1,1,293.61,USD
460925346-1,C++,2,2,1,2,317.17,Euro
388146821-8,c++,2,0,1,2,285.04,JOD
749527191-4,PYTHON,2,1,2,2,214.62,USD
500686836-8,C++,2,,2,1,198.34,Euro
304623798-7,java,1,2,1,0,385.07,Euro
289313970-1,PYTHON,2,1,1,1,251.42,Euro
303169076-1,R,0,0,0,2,107.28,JOD
653543578-4,PYTHON,0,2,1,2,306.08,Euro
242151917-9,java,1,1,1,0,387.90,JOD
534063011-0,R,1,2,1,0,424.78,USD
305446856-9,c++,1,2,2,0,204.07,USD
324706830-9,R,0,0,0,0,182.81,Euro
939094574-7,Python,2,2,0,0,469.21,JOD
795150637-0,c++,1,2,0,2,435.40,Euro
686236520-7,c++,0,2,2,1,256.54,Euro
982150360-8,R,1,1,0,1,449.57,JOD
056096806-X,R,0,0,2,1,438.81,JOD
995152037-5,JAVA,1,1,0,0,406.85,JOD
458807683-3,Python,2,0,2,1,255.96,JOD
402125706-3,c++,1,0,0,2,127.63,JOD
791090406-1,PYTHON,0,2,0,2,168.45,USD
936258546-4,C++,1,2,0,0,193.97,USD
416712748-2,C++,1,2,0,1,293.22,USD
647399535-8,java,0,1,0,2,183.31,USD
098008018-5,Python,1,0,2,1,302.83,USD
432762130-7,c++,2,2,2,0,428.70,JOD
685728823-2,JAVA,0,2,2,2,154.05,Euro
228773182-2,JAVA,1,1,1,1,482.64,Euro
554289981-1,Python,0,0,2,2,217.41,JOD
097346702-9,Python,1,1,2,2,371.57,Euro
656908518-2,C++,1,2,2,2,397.55,USD
104399709-1,JAVA,2,0,1,2,128.48,Euro
522599009-6,JAVA,1,1,1,2,110.77,USD
006291107-4,java,1,0,0,1,307.62,Euro
357522969-4,R,0,1,1,1,154.08,USD
867258200-4,Python,1,2,2,2,410.36,USD
139034857-1,PYTHON,1,2,0,2,453.26,JOD
279270607-4,PYTHON,0,0,1,1,451.47,USD
137525497-9,Python,1,2,0,0,273.51,JOD
051538476-3,PYTHON,1,2,1,2,253.38,JOD
210531896-7,Python,1,0,1,2,269.97,JOD
068950091-2,C++,2,2,0,1,216.39,Euro
369327072-4,c++,2,2,0,2,444.21,JOD
852260080-5,Python,2,0,0,0,441.23,JOD
856574811-1,c++,0,2,1,0,351.86,Euro
665702687-0,java,0,2,0,2,362.36,USD
158025412-8,R,0,2,0,2,176.65,Euro
679743260-X,c++,0,2,2,2,486.59,Euro
023988818-9,java,1,1,0,0,410.83,Euro
832842469-X,Python,2,1,2,1,217.01,JOD
580980736-4,c++,1,2,2,1,328.22,Euro
353358525-5,Python,0,1,0,2,389.29,USD
945946373-8,C++,0,2,0,2,299.55,USD
727595441-9,PYTHON,0,0,1,2,333.96,Euro
072090900-7,java,1,2,1,1,355.87,Euro
719091686-5,c++,0,1,2,1,262.79,USD
783552351-5,C++,1,1,2,2,175.73,JOD
498902774-4,JAVA,1,0,0,1,377.09,JOD
572870305-4,java,1,1,2,2,195.19,USD
547359418-2,c++,0,1,0,0,237.43,USD
943780710-8,PYTHON,0,1,0,1,340.03,JOD
367919887-6,C++,0,1,1,2,420.92,Euro
414430028-5,c++,1,2,0,2,360.86,Euro
915100454-2,,1,1,0,0,314.35,Euro
322204760-X,PYTHON,0,1,2,1,180.23,JOD
813506286-9,R,0,2,2,1,138.70,USD
964634249-3,c++,0,2,1,1,216.50,Euro
096448083-2,R,2,0,1,1,191.57,USD
707983444-9,Python,1,1,0,2,481.65,USD
297084927-5,,1,0,2,0,257.46,JOD
689357832-6,java,1,0,1,2,440.07,Euro
151071540-1,java,2,1,2,0,392.79,Euro
635013070-7,c++,1,0,2,2,299.04,JOD
148565602-8,C++,0,2,1,1,276.15,Euro
760315280-1,R,0,1,0,2,235.04,Euro
186871323-7,c++,2,2,0,0,356.27,JOD
137238455-3,Python,2,1,1,2,245.12,USD
405269387-6,C++,1,1,1,2,237.35,USD
770503584-7,PYTHON,1,,1,0,122.60,JOD
568606890-9,C++,0,2,2,2,390.54,USD
044685544-8,R,2,1,2,2,327.02,Euro
766416274-2,Python,1,0,2,0,342.88,JOD
265418381-5,c++,2,1,0,1,407.25,JOD
937554217-3,java,1,1,2,0,412.34,JOD
716843946-4,C++,1,2,1,1,113.25,Euro
729454489-1,Python,2,1,2,1,478.42,JOD
795336333-X,c++,0,0,0,1,377.44,JOD
577595152-2,R,1,0,1,2,486.66,Euro
039378940-3,c++,2,2,2,2,422.00,USD
654151451-8,C++,0,1,2,1,265.02,JOD
899766456-5,PYTHON,2,2,0,0,218.07,Euro
869241861-7,PYTHON,1,1,2,2,428.49,Euro
104939448-8,R,0,2,0,1,397.92,Euro
478303779-5,java,2,2,2,2,328.01,USD
351517435-4,c++,0,0,2,2,310.51,Euro
951804107-5,C++,1,0,0,1,117.32,JOD
717670827-4,R,2,1,1,1,332.77,JOD
602168395-1,java,1,0,0,0,187.01,JOD
893348252-0,c++,0,1,0,0,440.74,Euro
835040758-1,c++,2,0,0,2,284.57,JOD
111850257-4,C++,2,1,0,0,288.56,Euro
868120847-0,c++,1,2,1,2,215.19,JOD
441559693-2,Python,0,1,1,2,412.92,Euro
666259895-X,java,2,2,0,2,325.74,JOD
538411440-1,java,1,2,0,1,439.26,Euro
268313148-8,Python,2,2,1,1,320.87,JOD
598539803-X,JAVA,2,2,1,1,150.73,Euro
295879218-8,Python,2,0,1,2,172.31,JOD
558232568-9,PYTHON,2,1,0,1,258.31,USD
682655096-2,PYTHON,0,2,0,2,439.54,JOD
571257672-4,JAVA,0,2,0,2,177.55,JOD
643746120-9,Python,1,,0,0,224.79,USD
203501852-8,Python,2,1,0,0,175.84,JOD
439549038-7,PYTHON,2,1,2,0,389.77,JOD
879588156-5,JAVA,2,1,2,0,182.60,JOD
012581013-X,PYTHON,2,2,0,0,337.88,JOD
628757542-5,c++,0,2,1,0,153.67,USD
897499460-7,JAVA,2,1,2,2,283.54,JOD
721154742-1,java,1,1,1,2,333.99,USD
701025668-3,PYTHON,2,2,1,0,455.05,Euro
869689388-3,java,1,2,2,1,375.19,USD
954770812-0,PYTHON,2,2,0,2,217.64,JOD
899978044-9,c++,2,0,1,1,461.61,JOD
319293879-X,JAVA,0,1,1,0,167.79,Euro
884632813-2,JAVA,2,0,1,1,365.92,Euro
714015835-5,PYTHON,2,1,1,1,287.82,USD
014144699-4,R,2,0,0,0,120.93,JOD
046358221-7,C++,1,0,1,2,449.14,JOD
276976691-0,C++,1,1,2,1,488.92,Euro
833136046-X,PYTHON,0,0,1,2,401.46,Euro
648033919-3,c++,1,2,0,0,381.10,USD
747557183-1,java,0,0,1,2,101.76,JOD
618726171-2,R,1,0,1,1,423.62,USD
155413713-6,R,0,0,2,1,270.70,JOD
200384522-4,c++,2,0,0,0,150.55,JOD
172904170-1,java,1,2,2,0,443.73,USD
353525051-X,java,1,1,2,2,409.37,Euro
100743389-2,PYTHON,2,0,2,2,357.93,JOD
936837678-6,C++,2,1,1,1,306.63,Euro
815733037-8,C++,0,0,2,1,343.67,USD
095719135-9,Python,1,2,1,1,439.49,JOD
797157626-9,java,1,2,2,0,489.66,USD
042496890-8,Python,1,,1,2,404.65,USD
290196855-4,Python,0,2,0,1,460.19,USD
293420447-2,c++,2,1,0,2,196.24,Euro
747252596-0,PYTHON,1,1,1,1,402.80,USD
161203052-1,JAVA,2,2,2,1,296.89,Euro
838071400-8,JAVA,2,1,1,2,141.68,Euro
071215823-5,java,1,0,1,0,420.26,Euro
106363450-4,JAVA,2,2,1,0,335.25,JOD
516750777-4,C++,0,1,2,2,352.22,Euro
488141830-0,Python,2,2,1,2,356.29,JOD
080820779-2,c++,0,1,2,2,183.75,JOD
256124342-7,C++,2,2,0,1,184.03,Euro
306582318-7,PYTHON,1,1,0,0,221.31,Euro
062285279-5,R,0,2,0,2,224.73,JOD
613496461-1,JAVA,1,2,2,0,138.91,JOD
699782174-X,R,0,0,0,0,212.00,JOD
887204799-4,Python,1,1,1,2,281.13,JOD
218135105-8,JAVA,0,2,1,0,273.52,JOD
578004127-X,java,2,2,0,2,464.94,JOD
230271996-4,C++,1,2,1,0,164.70,USD
466450985-5,c++,2,1,0,0,181.41,USD
810872640-9,C++,1,2,0,0,118.11,Euro
529531860-5,c++,0,2,2,1,310.24,USD
436023976-9,java,1,,2,1,121.24,USD
159907066-9,,0,0,1,0,307.15,USD
344755089-9,java,0,1,2,1,180.46,USD
751632863-4,R,1,1,0,1,370.00,USD
029608454-9,Python,0,2,1,2,323.31,Euro
712502806-3,JAVA,0,,1,0,385.23,JOD
547842260-6,java,1,0,1,2,337.02,Euro
926418535-6,java,2,0,2,0,174.67,JOD
595105661-6,Python,0,1,0,0,328.65,USD
411228357-1,PYTHON,1,1,0,1,479.56,JOD
037145700-9,JAVA,2,2,0,0,476.54,Euro
910947416-1,java,0,0,1,0,155.11,JOD
511888448-9,JAVA,0,0,1,0,324.62,USD
410050136-6,PYTHON,1,2,0,2,469.93,Euro
580418414-8,,0,1,1,1,483.67,USD
174679577-8,PYTHON,1,,0,1,345.29,JOD
799233792-1,R,0,1,0,2,474.64,USD
920656120-0,R,0,1,2,2,410.86,JOD
735833481-7,R,0,2,1,0,348.77,JOD
389134177-6,PYTHON,0,2,1,0,414.80,JOD
985510375-0,PYTHON,2,2,0,0,229.42,JOD
580111348-7,JAVA,1,2,2,1,458.69,Euro
600502462-0,C++,0,1,2,1,403.33,Euro
318589169-4,R,1,2,0,1,444.92,USD
451304595-7,R,0,1,0,1,480.77,JOD
667259550-3,C++,0,2,0,1,342.24,JOD
371058081-1,PYTHON,0,0,1,1,330.10,Euro
209973481-X,C++,2,2,0,1,445.14,JOD
502447343-4,JAVA,2,2,0,1,304.97,USD
371110519-X,JAVA,0,1,2,1,345.88,USD
508178336-6,JAVA,0,0,1,0,285.44,USD
801477784-0,JAVA,2,0,2,0,395.15,USD
881022158-3,JAVA,1,2,2,0,345.38,Euro
669869197-6,java,1,1,2,0,342.92,Euro
529185388-3,JAVA,2,0,0,0,221.36,Euro
176280155-8,R,0,2,1,0,256.13,JOD
684197641-X,Python,2,2,1,1,325.96,JOD
247336733-7,PYTHON,0,2,2,1,347.14,JOD
021276336-9,JAVA,1,1,1,2,113.76,USD
287902602-4,Python,0,2,2,1,470.45,USD
715513674-3,c++,0,,0,2,356.58,Euro
569976282-5,R,1,0,1,1,357.02,JOD
608019735-9,Python,2,1,1,0,430.64,Euro
947535637-1,Python,1,0,0,0,119.90,USD
316056136-4,c++,1,2,2,0,222.06,Euro
999433949-4,C++,0,2,0,0,189.54,USD
765663284-0,PYTHON,2,1,1,1,174.75,JOD
670761871-7,java,1,0,1,1,473.84,JOD
411579429-1,PYTHON,0,0,0,2,428.33,Euro
340768254-9,Python,1,2,0,0,130.01,JOD
245259485-7,java,0,0,2,1,428.86,USD
358445385-2,PYTHON,0,1,2,2,485.00,USD
593775993-1,C++,2,2,2,0,402.40,Euro
967308664-8,R,0,2,0,2,184.89,JOD
218675688-9,C++,0,1,2,2,414.99,JOD
480303526-1,PYTHON,2,2,1,1,231.63,Euro
532899140-0,Python,1,0,1,1,329.06,JOD
516080896-5,PYTHON,0,2,2,0,405.48,Euro
612537398-3,C++,0,1,0,0,265.10,Euro
197461680-0,Python,2,0,2,2,390.81,JOD
212024865-6,PYTHON,0,1,0,1,344.78,USD
967157284-7,c++,1,0,0,1,492.03,JOD
872161910-7,PYTHON,1,2,2,2,348.83,Euro
139514978-X,c++,2,2,2,1,442.00,JOD
842059903-4,JAVA,1,2,2,0,492.94,USD
148455736-0,Python,1,2,0,1,414.54,JOD
157071981-0,R,1,2,2,1,367.28,JOD
665901059-9,PYTHON,0,0,1,0,451.90,USD
763184077-6,JAVA,2,2,2,0,206.09,Euro
704015310-6,PYTHON,2,0,0,0,475.97,Euro
159944180-2,R,1,2,0,2,296.45,Euro
643734053-3,PYTHON,2,1,0,1,261.95,JOD
688257793-5,R,0,1,2,2,117.19,Euro
361691983-5,JAVA,2,2,0,2,233.50,JOD
603824629-0,JAVA,1,2,0,0,372.07,USD
573364635-7,Python,1,2,0,1,250.49,Euro
260925636-1,java,1,1,1,2,197.58,Euro
771909943-5,java,1,1,2,1,148.65,Euro
007679264-1,C++,0,0,1,2,179.31,JOD
024186481-X,Python,0,2,1,0,497.58,Euro
190571473-4,R,1,0,2,0,299.06,Euro
306021885-4,Python,2,0,0,0,231.72,JOD
668832411-3,R,1,1,2,1,405.73,USD
452450899-6,PYTHON,1,0,2,1,154.33,Euro
473318723-8,JAVA,2,0,1,0,174.32,USD
435176466-X,C++,0,1,1,0,315.44,Euro
167753997-6,c++,2,1,1,1,169.18,JOD
380847346-0,JAVA,1,2,0,1,346.94,Euro
531158128-X,PYTHON,1,2,0,1,342.30,USD
998636830-8,JAVA,0,1,1,0,447.92,Euro
411409361-3,C++,2,0,2,1,476.60,USD
690840683-0,PYTHON,0,2,0,0,186.67,USD
313766440-3,,1,,1,0,235.81,JOD
106708405-3,JAVA,1,2,0,0,210.93,USD
314424787-1,C++,1,0,2,2,188.34,USD
337607026-1,java,1,2,1,0,413.03,Euro
853849788-X,C++,1,0,1,0,453.35,JOD
564699177-3,java,0,0,2,1,301.32,USD
272698519-X,Python,1,2,0,2,350.09,JOD
973644510-0,PYTHON,2,0,2,2,305.64,Euro
747430778-2,c++,0,1,0,2,108.12,USD
083478018-6,JAVA,2,2,0,1,436.38,Euro
140979938-7,PYTHON,1,1,2,1,419.60,USD
895588331-5,c++,1,0,2,1,409.83,USD
902463194-7,C++,0,1,2,2,290.75,USD
837906511-5,Python,0,1,2,2,394.64,USD
970674605-6,c++,2,2,1,0,431.37,JOD
513715249-8,c++,2,0,2,0,215.41,Euro
369576870-3,java,0,0,2,1,491.31,JOD
881706942-6,R,1,2,0,2,460.62,JOD
961868310-9,,0,0,1,0,344.70,Euro
577620093-8,Python,1,2,2,2,195.13,Euro
769314601-6,c++,2,2,2,2,457.90,USD
039985957-8,R,1,1,2,1,130.97,Euro
606670572-5,PYTHON,0,2,0,2,161.92,JOD
335463435-9,JAVA,2,0,1,1,398.69,USD
065570436-1,PYTHON,2,0,0,2,150.42,Euro
214237263-5,C++,0,2,2,1,293.22,Euro
143961896-8,JAVA,1,2,0,0,451.72,JOD
555004475-7,C++,1,0,1,2,442.65,USD
812066495-7,java,1,2,0,1,495.87,Euro
827065831-6,c++,1,1,2,1,396.05,Euro
504442049-2,java,1,0,1,0,420.79,USD
204775252-3,R,0,2,1,0,380.82,JOD
506187464-1,Python,2,1,1,1,498.02,JOD
623061482-0,C++,2,2,2,0,478.12,Euro
496115758-9,R,0,0,2,2,193.18,Euro
759774248-7,PYTHON,1,1,2,0,422.10,JOD
593330763-7,PYTHON,0,0,2,0,487.38,USD
517695192-4,java,2,,0,1,110.67,USD
770993951-1,Python,2,2,0,1,357.98,Euro
926383695-7,C++,1,0,0,1,417.29,USD
359853046-3,JAVA,2,0,1,2,468.73,USD
512270410-4,PYTHON,1,1,2,2,349.11,JOD
744674438-3,c++,2,0,1,2,145.92,JOD
103000554-0,java,2,2,0,2,245.73,USD
777886273-5,java,1,1,1,0,474.43,JOD
644281191-3,JAVA,2,1,2,2,449.63,Euro
882945514-8,R,0,2,1,1,285.58,USD
734123887-9,,1,0,1,2,294.60,USD
626124169-4,R,0,2,0,0,379.66,USD
132267235-0,java,1,0,0,0,192.72,JOD
353047250-6,JAVA,2,1,1,0,151.22,JOD
631997903-8,JAVA,2,0,1,1,277.00,JOD
261551135-1,Python,0,0,2,0,308.41,Euro
723964956-3,C++,2,1,1,1,139.24,JOD
924060846-X,java,2,0,0,1,200.51,JOD
008212361-6,Python,1,1,0,0,152.95,Euro
329828487-4,c++,1,2,1,1,254.66,Euro
472627345-0,PYTHON,0,2,2,1,429.98,Euro
402409066-6,R,2,1,1,0,355.79,Euro
023107577-4,Python,1,0,0,2,278.44,USD
704196182-6,C++,0,0,0,0,478.11,JOD
462227983-5,JAVA,0,0,1,2,182.25,Euro
181785158-6,R,0,1,2,0,188.73,Euro
747088079-8,R,2,0,1,0,184.14,USD
369838795-6,Python,1,1,0,1,124.72,USD
601510737-5,Python,0,0,0,1,124.11,JOD
090243347-4,JAVA,0,2,1,0,459.37,JOD
330916075-0,PYTHON,0,1,0,1,120.26,JOD
234124605-2,JAVA,2,0,0,1,277.14,JOD
703777682-3,Python,1,,0,0,465.45,Euro
327420117-0,Python,2,2,0,0,416.38,Euro
301964291-4,c++,1,0,1,0,459.76,USD
469337091-6,c++,1,1,0,0,413.39,JOD
627849202-4,R,2,0,0,2,337.50,Euro
690157915-2,JAVA,1,1,0,0,111.67,JOD
264776235-X,,2,2,0,1,436.77,USD
842883861-5,R,2,0,0,0,143.93,Euro
164372426-6,java,2,0,1,2,228.47,JOD
094230206-0,R,0,2,0,0,489.09,Euro
453135018-9,C++,1,2,2,1,361.21,JOD
802416587-2,c++,2,1,0,1,459.24,JOD
096602443-5,C++,1,1,1,2,325.06,JOD
234868314-8,Python,1,1,0,1,288.61,USD
100651483-X,JAVA,1,0,1,1,219.25,USD
231984207-1,java,2,0,2,2,170.82,Euro
824912587-8,JAVA,0,1,1,1,231.03,JOD
376588952-0,PYTHON,0,1,2,1,100.04,JOD
829440976-6,R,0,0,1,2,489.35,USD
446004061-1,java,0,1,0,1,264.33,USD
905239604-3,C++,1,0,1,2,453.30,JOD
443278936-0,R,0,1,1,0,153.28,JOD
348314743-8,java,1,0,1,2,457.26,Euro
934795412-8,JAVA,0,1,2,2,193.82,USD
449621534-9,PYTHON,2,1,2,1,294.87,Euro
664453682-4,JAVA,1,1,1,0,214.87,Euro
695593767-7,JAVA,0,2,1,0,487.62,JOD
691486885-9,c++,0,1,2,2,332.18,JOD
240183888-0,R,2,0,0,1,212.14,JOD
639111937-6,Python,0,0,0,2,477.38,JOD
095137617-9,c++,0,2,1,2,169.60,USD
542404605-3,Python,2,1,0,1,369.56,USD
018234769-9,c++,0,0,1,2,209.42,USD
024516122-8,R,2,1,1,1,257.21,JOD
939011319-9,C++,2,0,2,2,436.04,JOD
423863699-6,R,2,1,2,1,257.29,Euro
562476885-0,PYTHON,0,2,1,1,253.30,USD
718566215-X,c++,2,1,2,2,137.61,USD
249598886-5,C++,2,0,1,0,381.20,USD
175294966-8,JAVA,2,1,2,2,141.92,USD
252316279-2,C++,0,1,1,2,294.31,JOD
472621304-0,,0,0,1,2,276.99,USD
721716542-3,JAVA,0,2,1,1,122.34,USD
335362401-5,PYTHON,2,2,2,1,351.96,USD
637518462-2,Python,0,0,1,1,423.50,Euro
857231515-2,Python,1,2,0,0,152.55,USD
228723330-X,R,1,2,1,2,417.71,JOD
808061801-1,R,0,0,0,0,105.44,USD
593547282-1,Python,2,0,2,1,462.72,Euro
953976071-2,Python,1,1,1,1,236.01,Euro
231790914-4,R,2,0,1,1,221.38,USD
232834959-5,java,1,0,0,0,147.27,JOD
630992714-0,PYTHON,2,0,1,0,123.96,JOD
735666413-5,R,0,1,0,1,294.80,JOD
927112203-8,R,0,2,0,0,407.20,JOD
585612627-0,java,1,2,2,0,320.94,USD
916878871-1,c++,1,1,2,2,104.42,Euro
177076938-2,C++,2,2,0,0,387.68,JOD
467177779-7,java,0,2,1,0,386.85,JOD
469325998-5,java,0,1,0,1,160.18,JOD
027062359-0,java,2,0,0,2,288.34,USD
