ProjectID,Programming Language,Employee-1,Employee-2,Employee-3,Employee-4,Award,Currency
952806323-3,r,0,0,0,0,293.43,Dollar
338690120-4,JAVA,2,2,1,0,191.33,euro
678439844-0,JAVA,2,1,0,2,378.53,euro
005570627-4,java,1,0,0,1,482.85,jod
626883151-9,C++,2,0,1,0,264.88,euro
640605416-4,JAVA,0,0,2,1,409.31,euro
652068680-8,java,0,1,1,0,322.84,euro
979422426-X,Python,2,0,2,2,146.91,euro
880930568-X,C++,0,2,1,2,221.29,Dollar
766725325-0,JAVA,1,0,1,2,222.88,jod
253655318-3,r,1,1,0,1,319.32,euro
401678249-X,R,0,2,2,0,181.93,Dollar
105187434-3,,0,1,0,0,133.62,Euro
847090011-0,R,2,2,0,0,455.58,euro
388886287-6,JAVA,2,2,0,2,218.28,USD
525247494-X,python,2,2,1,2,445.50,euro
596441408-7,R,1,0,2,2,332.37,euro
997289054-6,PYTHON,1,1,1,0,123.16,jod
709510699-1,java,2,0,1,0,444.27,USD
864850053-2,c++,0,2,1,2,481.12,jod
455486709-9,r,1,0,2,0,131.43,USD
563821793-2,C++,1,2,1,0,374.28,jod
007471023-0,PYTHON,1,0,1,0,110.27,euro
586956017-9,Python,0,1,0,1,104.96,jod
017666562-5,r,0,1,0,2,170.62,jod
490459494-0,java,0,0,0,2,199.12,Euro
094712806-9,java,1,2,1,2,270.87,Euro
317896519-X,python,1,1,0,0,464.92,USD
734776057-7,python,2,2,1,1,385.68,Dollar
831552208-6,C++,0,0,1,1,131.82,euro
396636518-9,python,1,2,1,1,202.45,jod
798441144-1,JAVA,2,1,2,1,350.87,euro
611796933-3,c++,1,2,0,2,387.34,Euro
545567805-1,R,2,0,2,1,294.82,Dollar
670669814-8,python,1,0,2,0,248.86,Dollar
841700060-7,c++,0,1,2,2,163.12,Dollar
491424124-2,PYTHON,1,0,2,1,229.93,Euro
196440636-6,java,1,1,1,2,337.82,euro
428121481-X,Python,2,2,0,2,169.40,euro
115204185-1,Python,0,1,0,1,213.52,Euro
240486299-5,R,0,2,1,2,185.26,jod
646113854-4,C++,1,1,2,0,457.98,euro
390828485-6,PYTHON,1,1,1,0,189.43,JOD
312977578-1,JAVA,2,2,2,0,445.50,JOD
689208677-2,java,1,1,2,0,120.73,USD
774592448-0,Python,2,2,1,1,376.39,Euro
487191429-1,,2,0,0,0,248.32,JOD
428998764-8,JAVA,0,2,0,0,295.34,JOD
256563985-6,r,0,1,0,0,287.90,Euro
108491273-2,JAVA,2,0,0,1,475.33,JOD
160211808-6,Python,1,1,1,0,189.13,Euro
549369708-4,JAVA,1,1,0,2,391.48,euro
965642922-2,R,2,0,1,2,322.14,USD
993172024-7,C++,0,0,2,0,400.09,Dollar
481104435-5,python,2,2,2,0,428.00,euro
012918981-2,Python,0,0,0,1,158.85,JOD
012104494-7,c++,0,0,0,2,339.90,USD
396352203-8,r,1,1,1,0,186.22,Dollar
086067496-7,JAVA,2,0,0,1,299.99,USD
850057549-2,PYTHON,0,0,2,1,358.33,Euro
168663604-0,c++,2,1,2,0,265.79,Euro
107337063-1,JAVA,1,1,0,0,469.42,euro
331107080-1,PYTHON,0,2,0,2,374.30,euro
270596559-9,C++,2,2,2,1,336.00,euro
115974083-6,C++,0,0,0,2,471.46,USD
737768172-1,R,0,1,0,2,180.68,USD
954923455-X,Python,1,1,0,1,396.43,euro
065900857-2,C++,2,2,2,0,142.75,USD
385484311-9,Python,0,0,2,0,446.91,Dollar
821915233-8,PYTHON,0,0,2,1,390.50,euro
872316817-X,java,2,1,2,0,383.03,USD
950013202-8,r,2,2,2,1,275.94,Euro
486948507-9,r,1,1,0,0,260.01,jod
574633777-3,JAVA,2,2,0,1,278.33,euro
071923326-7,java,0,0,1,0,130.43,jod
424217660-0,,1,2,2,1,253.98,JOD
610688060-3,r,1,0,0,0,484.60,jod
441890609-6,r,0,2,0,2,412.61,JOD
203533343-1,PYTHON,2,0,1,2,168.66,euro
302659666-3,PYTHON,0,2,0,2,200.92,jod
228460152-9,PYTHON,0,1,2,1,306.22,jod
583994755-5,JAVA,0,1,1,2,161.54,Dollar
087363127-7,PYTHON,2,0,2,2,464.33,Dollar
661641055-2,r,0,2,1,2,258.87,USD
495447090-0,python,2,1,2,2,340.94,Euro
010668626-7,R,0,2,2,1,394.24,Euro
489272308-8,java,1,1,0,1,492.88,euro
452646570-4,JAVA,2,0,0,2,437.02,JOD
508030944-X,JAVA,0,1,0,1,349.26,euro
941906125-6,Python,1,2,0,0,137.64,Dollar
287453709-8,python,0,1,1,1,196.78,euro
782030877-X,PYTHON,0,1,2,0,269.60,euro
833946384-5,c++,2,2,1,0,161.35,Euro
007438680-8,,0,1,1,0,232.42,Euro
897512886-5,r,2,1,0,1,318.23,JOD
952209893-0,Python,2,0,1,1,396.47,Dollar
351344047-2,R,2,0,0,0,299.96,euro
129744299-7,,1,0,2,2,430.05,euro
031381365-5,Python,2,2,0,0,245.66,Euro
754474840-5,JAVA,0,2,0,0,300.81,jod
804857556-6,r,1,2,1,1,470.28,JOD
899129979-2,JAVA,1,1,2,2,194.30,euro
085961143-4,JAVA,2,0,1,2,404.92,Dollar
127744468-4,python,2,0,1,0,247.06,JOD
215352954-9,R,0,1,0,1,460.84,USD
082442101-9,PYTHON,0,1,2,1,425.32,euro
467731749-6,c++,2,0,1,2,416.70,euro
873947874-2,JAVA,0,1,0,2,258.49,Dollar
481783674-1,C++,2,2,1,2,193.08,USD
438936613-0,C++,0,2,2,1,157.97,Dollar
934991897-8,Python,1,2,0,1,233.44,jod
566157396-0,C++,1,0,0,2,371.06,Dollar
679986612-7,Python,2,1,1,2,460.68,euro
741654577-3,C++,2,1,0,2,310.63,JOD
396458393-6,java,0,2,1,0,113.03,jod
020359060-0,R,2,1,2,2,158.25,USD
569565753-9,Python,1,2,0,0,217.98,jod
565134048-3,r,2,2,2,0,325.43,JOD
368120009-2,PYTHON,0,0,1,1,225.09,JOD
315552098-1,python,1,2,0,2,472.87,Dollar
653060573-8,r,1,1,0,1,483.11,jod
882661056-8,Python,0,0,0,2,209.71,jod
409101769-X,java,2,2,2,0,480.60,Euro
145632613-9,JAVA,2,1,0,1,299.83,Dollar
284522531-8,R,0,1,0,1,445.99,JOD
198486891-8,r,2,0,2,0,102.85,USD
470814423-7,Python,1,2,2,2,325.34,JOD
770023016-1,python,1,0,1,0,150.96,JOD
290889789-X,JAVA,1,0,2,2,311.25,Euro
871227470-4,,0,2,2,0,364.89,Euro
841048974-0,C++,2,1,1,0,480.25,USD
987011005-3,java,2,0,1,0,146.56,Euro
945332260-1,R,0,2,0,2,179.89,Dollar
782174290-2,java,0,1,0,0,404.43,euro
479714251-0,R,2,0,1,0,285.52,euro
275270762-2,c++,2,1,2,0,142.41,euro
297993442-9,R,2,0,2,2,374.57,USD
816528875-X,R,0,2,1,0,387.33,jod
663714671-4,r,2,2,2,1,260.98,jod
485303509-5,PYTHON,0,2,2,2,164.84,Euro
823367923-2,java,1,2,1,1,336.48,USD
227055904-5,Python,1,1,1,1,439.29,JOD
106622399-8,PYTHON,1,2,2,2,364.10,JOD
903013694-4,R,1,0,1,1,181.82,Dollar
509452041-5,java,1,0,0,1,257.49,USD
730278566-X,,0,2,2,0,474.29,Euro
990633553-X,r,0,2,2,1,386.28,JOD
933569873-3,python,2,1,1,0,226.64,JOD
869534038-4,Python,1,2,0,0,344.51,USD
340575219-1,R,1,1,2,2,469.07,Euro
237215774-4,Python,2,1,2,1,311.98,JOD
511351102-1,python,1,1,2,1,190.23,JOD
935618931-5,java,1,0,1,0,123.59,jod
910368355-9,,1,2,1,2,445.75,USD
134434271-X,python,1,0,2,2,386.22,USD
586140336-8,c++,2,0,2,1,221.72,JOD
901540425-9,c++,0,0,1,1,457.11,JOD
031314231-9,JAVA,1,1,0,1,169.98,JOD
050947116-1,python,2,0,0,0,162.61,JOD
941963346-2,Python,1,2,0,2,393.11,JOD
033108439-2,java,1,1,2,2,141.09,Euro
741824276-X,r,0,1,2,2,285.06,Euro
197271697-2,python,0,2,1,0,292.53,euro
873690583-6,PYTHON,0,1,0,1,417.06,jod
277294500-6,r,0,1,2,2,478.89,Euro
756627585-2,java,0,0,0,1,116.18,Dollar
336654167-9,PYTHON,0,0,2,2,304.11,USD
802268024-9,C++,1,2,1,0,279.11,euro
463883049-8,PYTHON,0,2,0,1,344.11,USD
689805107-5,R,2,1,1,2,369.23,jod
927017469-7,JAVA,2,0,1,0,200.07,euro
126501879-0,python,2,1,2,0,401.64,jod
862465267-7,Python,1,2,0,0,139.23,USD
602586857-3,c++,0,1,1,1,422.32,JOD
494346272-3,C++,2,1,1,2,329.93,euro
413451369-3,PYTHON,1,1,0,2,258.05,euro
912489297-1,R,0,2,2,2,402.72,jod
677311772-0,c++,1,1,2,0,129.58,jod
703313363-4,C++,1,1,1,1,356.51,euro
330555236-0,C++,1,2,0,0,139.47,USD
961073742-0,python,0,1,1,0,253.96,jod
251287532-6,R,0,1,2,0,216.22,euro
255497615-5,java,1,2,2,1,415.99,USD
064746461-6,c++,0,0,2,1,211.00,JOD
686113404-X,PYTHON,1,1,2,2,205.04,Dollar
171324345-8,java,1,2,2,2,224.44,USD
474686169-2,JAVA,1,0,2,0,442.59,euro
480651132-3,Python,2,0,2,1,395.80,JOD
705850729-5,JAVA,2,0,2,1,206.33,euro
958956039-3,JAVA,1,1,0,0,110.25,Dollar
338326570-6,Python,2,1,2,1,469.35,JOD
517466123-6,JAVA,1,1,2,1,108.78,USD
878628633-1,JAVA,1,0,1,2,427.53,Euro
574892553-2,java,2,2,2,2,436.17,Dollar
873971988-X,c++,2,2,1,1,272.88,jod
847589796-7,JAVA,0,2,2,1,152.64,jod
940709880-X,JAVA,1,1,2,2,272.00,Euro
884907132-9,c++,0,0,0,1,188.21,jod
434138234-9,r,0,0,2,0,453.74,USD
162742811-9,,1,1,2,1,114.84,jod
595237133-7,python,1,0,0,2,135.21,euro
306127418-9,python,0,2,0,0,306.49,JOD
088900591-5,JAVA,2,2,1,2,165.54,euro
614891592-8,JAVA,0,1,0,0,169.31,JOD
176085591-X,c++,2,2,0,2,297.64,jod
746796948-1,java,1,2,2,0,388.58,Dollar
630191474-0,Python,2,0,2,1,453.51,Dollar
580896907-7,r,1,2,0,1,462.58,euro
046212370-7,JAVA,0,1,0,2,293.32,jod
625856682-0,C++,2,0,1,1,188.50,Dollar
339725738-7,r,2,0,2,2,374.83,jod
882557727-3,PYTHON,2,0,1,1,381.48,euro
444355378-9,c++,2,1,0,0,149.36,euro
664788637-0,c++,2,1,1,0,288.51,Euro
237309493-2,java,1,2,0,2,386.18,JOD
413591314-8,java,0,0,2,2,233.45,USD
210522179-3,C++,2,0,0,0,203.73,JOD
158646873-1,PYTHON,2,1,2,2,340.17,Euro
831610835-6,python,0,0,2,0,231.35,Dollar
945356656-X,C++,2,2,0,0,442.65,euro
294523015-1,c++,2,1,2,1,321.05,Euro
156115216-1,C++,0,2,2,2,134.08,USD
341837977-X,Python,1,1,2,0,320.57,JOD
014706308-6,PYTHON,2,1,1,1,490.96,JOD
879130163-7,c++,2,0,0,0,338.49,jod
097069142-4,Python,2,1,2,0,301.05,jod
736540597-X,Python,0,2,2,2,415.59,USD
413297251-8,JAVA,0,0,0,1,317.86,USD
305659487-1,PYTHON,0,2,0,0,183.67,jod
466916298-5,JAVA,0,1,1,0,496.02,euro
228855285-9,PYTHON,2,1,2,1,330.21,Euro
440078353-7,Python,2,2,2,0,464.61,euro
386662217-1,Python,1,2,2,0,142.02,Dollar
065049049-5,,1,0,2,0,494.14,USD
175370822-2,c++,1,2,1,0,370.40,Dollar
812782650-2,R,2,1,0,0,437.71,Euro
529568403-2,C++,1,1,1,0,239.97,JOD
300293392-9,JAVA,0,0,0,2,329.27,JOD
914701212-9,PYTHON,0,0,2,1,230.67,jod
269693173-9,PYTHON,0,1,0,0,121.47,jod
007133927-2,R,1,2,2,1,381.01,USD
909502850-X,r,0,0,0,0,284.24,jod
020477546-9,JAVA,1,0,1,0,376.54,Euro
585252222-8,C++,2,2,1,2,417.56,Dollar
788286895-7,Python,0,2,2,0,426.10,USD
772814781-1,java,2,0,0,2,171.59,USD
180287930-7,C++,1,0,0,2,358.95,JOD
884190394-5,c++,0,2,1,0,226.05,euro
045001402-9,Python,0,1,0,0,301.30,euro
395449195-8,Python,2,2,2,0,257.36,JOD
497329824-7,Python,0,1,0,2,426.86,euro
707260994-6,R,0,2,2,1,492.82,Dollar
037257522-6,R,2,2,2,2,154.87,euro
119823585-3,JAVA,1,1,0,0,497.57,JOD
087213845-3,python,2,2,1,1,227.06,JOD
155370280-8,JAVA,2,2,1,0,460.96,Euro
029165647-1,,0,1,0,0,165.91,Dollar
759365094-4,C++,2,2,0,2,146.21,Euro
992093600-6,R,0,0,2,0,167.39,USD
628016072-6,C++,1,0,0,1,381.06,Dollar
565523021-6,r,1,2,0,2,400.62,USD
856083536-9,Python,0,1,2,0,345.74,USD
665361084-5,R,0,2,2,0,416.83,JOD
060842458-7,R,1,2,2,1,250.09,USD
349966249-3,r,1,1,2,2,436.10,euro
678316019-X,C++,2,0,1,0,425.58,USD
810728180-2,,2,1,0,1,227.90,euro
518267113-X,c++,1,2,0,2,236.24,JOD
848925077-4,C++,2,1,1,2,451.93,jod
154649081-7,python,1,0,0,2,221.67,Dollar
940199945-7,python,1,2,1,0,156.18,euro
905783026-4,C++,1,2,2,1,127.75,Dollar
033376836-1,c++,0,1,0,0,253.11,JOD
174805029-X,Python,1,1,2,0,269.46,JOD
097764327-1,Python,0,1,0,1,242.25,jod
182415680-4,C++,2,2,1,0,479.70,USD
886601521-0,r,2,1,0,2,300.67,Euro
545206906-2,c++,2,1,2,1,441.42,euro
959079593-5,java,0,2,2,2,382.81,Dollar
054944827-6,Python,1,1,2,1,175.23,Dollar
690472224-X,,0,2,0,0,380.47,Euro
028398036-2,java,2,2,2,1,359.03,Dollar
406189862-0,c++,1,0,1,1,214.80,euro
587201343-4,c++,0,2,0,0,177.44,euro
419566965-0,c++,1,1,2,0,123.82,Dollar
091483728-1,python,1,1,2,1,473.09,jod
061920775-2,PYTHON,2,0,2,0,345.67,USD
096222124-4,,0,1,2,2,202.84,USD
653052825-3,R,1,2,2,1,428.62,euro
580553039-2,PYTHON,0,1,2,1,405.86,Dollar
797454650-6,PYTHON,2,0,2,0,121.14,jod
424688586-X,C++,0,0,2,0,254.72,Euro
082282499-X,python,0,1,1,1,405.61,USD
797316703-X,r,2,2,1,2,344.15,USD
611294799-4,Python,2,1,1,0,348.61,Euro
658467273-5,Python,0,1,1,1,381.40,USD
232690080-4,C++,0,1,0,1,473.19,USD
709209698-7,c++,1,2,1,0,370.25,JOD
838413503-7,c++,1,2,2,2,235.06,euro
623280900-9,java,2,1,1,2,113.47,jod
560022882-1,JAVA,1,0,0,0,266.80,Dollar
611030200-7,PYTHON,2,1,1,1,321.60,jod
242998788-0,JAVA,0,0,0,0,372.02,USD
139456529-1,java,0,0,2,1,456.49,JOD
124227719-6,python,0,2,2,1,127.46,Dollar
457874766-2,r,0,1,2,0,400.84,jod
399029801-1,R,2,2,0,0,183.42,euro
163065911-8,JAVA,2,0,2,1,324.33,Dollar
381083312-6,c++,1,0,0,1,225.43,Euro
768901272-8,python,2,2,2,2,113.76,USD
933836924-2,C++,2,0,2,2,262.47,euro
818976326-1,R,2,0,0,0,370.30,Euro
846715980-4,Python,1,2,1,2,345.78,Euro
756454272-1,JAVA,2,0,2,2,379.42,USD
143216992-0,JAVA,2,2,2,2,205.02,Euro
630124253-X,c++,2,0,0,0,215.67,JOD
131462818-6,Python,0,0,1,0,292.07,Euro
283736427-4,JAVA,0,0,0,1,186.85,jod
262490906-0,JAVA,0,0,1,2,493.72,Euro
944860310-X,,0,0,0,1,182.38,Dollar
098261469-1,C++,2,0,2,0,469.41,JOD
330620874-4,C++,2,2,0,1,126.50,JOD
219356536-8,PYTHON,0,1,2,1,221.84,Euro
913785729-0,r,0,2,0,1,152.28,Euro
470832114-7,python,0,0,0,2,343.32,JOD
680173471-7,JAVA,0,2,0,2,409.94,jod
973811387-3,JAVA,0,0,2,2,109.70,USD
184773287-9,r,0,0,1,1,125.55,JOD
788334588-5,C++,2,1,1,1,104.44,JOD
408070999-4,R,2,0,2,1,214.54,Euro
601526517-5,C++,0,1,0,2,209.43,JOD
348553594-X,Python,1,2,1,2,482.06,USD
681451977-1,python,1,1,0,1,230.05,Dollar
392867294-0,C++,0,2,2,0,195.10,Dollar
018316281-1,,2,2,1,1,429.72,euro
333557480-X,c++,0,0,2,0,337.21,USD
621786595-5,C++,2,0,1,0,233.75,jod
205086821-9,python,2,2,2,0,444.83,Dollar
029409372-9,PYTHON,2,0,2,0,229.99,Dollar
989498237-9,PYTHON,1,0,0,0,126.49,jod
291566837-X,python,1,2,1,0,302.37,euro
523122575-4,C++,1,0,2,2,141.55,Dollar
107400463-9,JAVA,1,2,2,1,292.69,euro
345240370-X,PYTHON,0,0,0,1,318.05,JOD
354508947-9,JAVA,0,0,1,2,142.63,jod
266177439-4,python,2,1,2,1,476.90,Euro
655092885-0,R,1,2,2,0,240.47,USD
615686954-9,java,1,2,2,0,163.95,euro
708156886-6,Python,2,0,2,0,148.95,Dollar
129148720-4,C++,0,0,1,2,333.60,euro
413161231-3,python,1,2,0,0,308.05,Dollar
081588198-3,c++,0,1,1,1,226.34,jod
709251094-5,Python,1,0,1,1,367.38,Euro
310447728-0,PYTHON,1,0,2,2,271.76,Dollar
261487147-8,R,0,2,0,0,167.61,jod
811065286-7,PYTHON,0,0,0,1,116.97,Euro
144684253-3,PYTHON,0,1,0,2,444.67,JOD
874745160-2,JAVA,2,0,1,0,210.22,euro
631952924-5,r,0,1,0,2,277.10,JOD
872175146-3,python,1,2,0,0,365.96,JOD
101070874-0,java,2,2,2,1,148.06,Euro
952015137-0,C++,2,1,0,0,158.45,Dollar
049583531-5,R,2,2,0,1,185.06,euro
780107443-2,Python,0,2,1,0,494.84,Euro
884235002-8,PYTHON,0,0,0,0,372.11,Dollar
098263732-2,r,0,1,2,1,427.19,Euro
233037942-0,,2,1,1,2,254.12,JOD
857095206-6,PYTHON,1,0,0,0,473.92,jod
094418786-2,r,1,1,1,0,477.53,USD
507356127-9,python,0,2,0,2,167.48,USD
021635458-7,R,0,1,1,1,122.78,Euro
500455392-0,PYTHON,2,1,1,1,429.63,JOD
328086718-5,c++,0,1,1,1,235.80,jod
577621352-5,C++,0,2,0,0,444.81,Euro
870143393-8,C++,2,1,1,2,423.78,Euro
743189330-2,c++,1,2,2,1,404.89,jod
339175204-1,java,0,0,0,0,154.59,Euro
141849196-9,c++,1,1,0,0,233.73,JOD
607002244-0,r,1,0,0,2,105.70,USD
252383536-3,JAVA,1,0,1,1,240.94,euro
733885603-6,r,1,1,1,2,196.66,Dollar
176456868-0,c++,1,0,2,0,326.43,USD
138766699-1,java,0,2,0,0,351.78,euro
892809999-4,C++,1,1,2,2,472.30,JOD
258938295-2,python,0,0,0,1,365.09,Dollar
678993677-7,r,1,0,0,2,194.12,USD
728295651-0,python,0,0,0,0,168.26,euro
172892394-8,R,0,1,2,0,106.66,Euro
099952959-5,r,0,2,1,2,127.43,USD
746618829-X,JAVA,0,1,1,2,228.30,jod
552413046-3,python,1,2,0,0,310.77,Dollar
470734917-X,PYTHON,0,1,1,2,460.25,jod
512423637-X,python,2,0,2,1,408.82,euro
076437265-3,JAVA,2,2,2,2,148.96,jod
530413590-3,JAVA,2,2,2,1,249.26,euro
813145401-0,R,1,0,0,0,423.61,USD
215827895-1,C++,1,2,1,1,281.92,Dollar
259952279-X,JAVA,0,0,1,2,242.37,Euro
234178563-8,python,1,0,0,2,413.86,Euro
290802632-5,PYTHON,1,1,0,0,405.31,Euro
253110190-X,C++,0,0,0,2,487.25,JOD
584151969-7,python,0,0,2,1,152.99,euro
779631157-5,C++,1,1,0,1,307.41,JOD
630243866-7,python,1,0,1,0,401.03,Euro
189692680-0,c++,2,1,1,1,212.82,JOD
262654063-3,JAVA,2,2,1,2,428.22,Dollar
047257212-1,PYTHON,0,0,1,2,435.99,Dollar
121999862-1,C++,0,1,0,2,245.40,Dollar
277743752-1,java,1,0,2,0,412.51,jod
467028453-3,R,2,1,0,0,289.87,JOD
147704517-1,Python,0,0,2,0,497.84,euro
857253077-0,java,2,1,2,1,149.96,Euro
404230197-5,R,1,1,1,1,232.74,Dollar
671053296-8,,1,0,2,2,126.35,Dollar
882007608-X,r,1,0,1,0,444.60,USD
038722939-6,java,0,0,2,1,490.80,Euro
516026713-1,java,0,0,1,1,462.98,jod
151392783-3,Python,2,1,2,0,390.18,Euro
703355414-1,Python,0,2,1,2,411.85,USD
895741969-1,c++,1,1,0,0,215.81,Dollar
341514949-8,JAVA,1,2,0,0,315.95,euro
465763849-1,r,2,1,2,0,373.05,jod
956858724-1,java,0,1,1,2,244.00,Euro
747722190-0,C++,2,2,0,2,289.00,JOD
735375131-2,c++,0,1,0,2,308.56,jod
372730665-3,PYTHON,2,1,1,0,156.91,USD
918869551-4,PYTHON,2,2,0,1,326.87,jod
422047617-2,Python,2,2,1,0,476.95,euro
942025290-6,c++,1,2,2,2,102.13,JOD
544600253-9,R,1,0,2,1,194.73,USD
003363710-5,PYTHON,1,0,2,0,295.63,USD
402818432-0,,2,2,2,1,221.51,Euro
673932721-1,c++,0,0,1,0,438.67,JOD
652552428-8,python,0,0,0,1,224.46,euro
031037598-3,r,0,1,2,2,420.34,Dollar
998340923-2,R,2,1,1,1,317.17,JOD
997413763-2,R,1,1,1,1,339.60,USD
857593789-8,R,0,1,1,1,158.34,USD
561961315-1,Python,0,0,2,2,188.12,USD
894547380-7,python,2,2,0,0,325.12,USD
208235033-9,JAVA,1,0,0,0,446.49,Dollar
622408013-5,,2,2,1,2,330.89,jod
040659134-2,Python,2,1,2,1,381.44,Dollar
231795004-7,R,0,0,1,0,480.14,Dollar
960404693-4,java,2,2,1,0,168.11,Dollar
472743131-9,r,1,2,1,2,130.90,Dollar
894569549-4,C++,2,2,1,2,493.96,Dollar
325247088-8,R,0,0,2,1,114.89,Euro
669575942-1,Python,1,2,2,2,258.91,USD
137837435-5,PYTHON,0,1,2,1,437.89,JOD
170225105-5,python,1,2,1,1,178.50,Dollar
656588577-X,R,0,0,2,0,318.10,JOD
371728335-9,python,1,0,0,1,124.51,USD
266522537-9,C++,0,0,0,2,109.98,euro
929765625-0,r,2,0,2,2,469.29,JOD
636758744-6,C++,0,1,1,2,194.31,jod
945713813-9,java,2,1,1,2,213.64,JOD
261813604-7,java,0,2,0,1,355.57,Dollar
984823583-3,r,1,2,0,1,466.47,jod
115885530-3,Python,1,2,1,0,245.14,Dollar
903489604-8,c++,0,1,0,2,195.07,jod
035347883-0,python,0,1,1,1,138.67,JOD
488574163-7,java,0,1,2,1,103.78,JOD
145134759-6,R,2,2,1,0,497.11,Dollar
382989615-8,python,2,1,1,1,250.28,jod
742780060-5,r,1,0,0,0,204.12,jod
588780040-2,R,1,2,1,1,407.64,jod
292247348-1,Python,0,2,1,0,457.55,Euro
039789892-4,Python,2,1,0,0,131.54,Euro
221862326-9,java,1,2,1,0,249.10,Dollar
845837225-8,PYTHON,1,1,0,1,165.75,jod
978739758-8,python,0,1,2,2,487.66,euro
207929453-9,C++,2,0,1,0,127.42,euro
124686254-9,java,2,2,0,1,254.74,jod
590324580-3,PYTHON,0,2,0,0,369.87,jod
822716796-9,python,0,0,0,1,133.99,Euro
313276684-4,C++,2,0,0,2,121.27,Dollar
831823168-6,Python,2,2,2,1,141.64,euro
101455639-2,PYTHON,1,1,1,1,307.79,USD
858055899-9,python,1,0,0,2,221.98,USD
439083714-1,c++,0,1,0,0,259.84,Euro
465289420-1,JAVA,2,0,0,1,254.88,jod
667396129-5,java,2,1,2,0,305.10,euro
653489923-X,C++,0,2,2,0,471.35,Dollar
880926500-9,,1,2,0,0,422.16,USD
379727395-9,PYTHON,1,1,2,0,363.83,jod
665873584-0,Python,1,1,2,1,287.16,Euro
730445502-0,java,2,1,1,2,276.67,USD
335782960-6,PYTHON,0,0,2,2,213.15,jod
362024261-5,python,2,2,1,1,452.71,Euro
605906972-X,PYTHON,0,0,2,0,348.94,euro
408352606-8,Python,0,1,0,1,245.73,Euro
574830995-5,c++,0,2,2,2,432.33,USD
590942990-6,Python,2,0,0,2,234.97,jod
276737534-5,r,2,1,0,2,330.07,euro
631035748-4,R,1,2,2,0,150.79,jod
796076191-4,C++,0,2,2,1,411.15,Euro
879165730-X,Python,1,1,1,2,249.44,euro
477005400-9,R,2,1,2,2,106.16,USD
660503223-3,java,0,2,0,1,269.59,Euro
372660765-X,c++,0,0,2,1,210.37,Dollar
607434623-2,Python,1,2,0,2,218.85,Dollar
829015655-3,java,1,0,1,2,119.95,Dollar
771794328-X,c++,0,2,1,1,464.14,JOD
869409629-3,R,2,0,2,1,285.76,euro
453583068-1,JAVA,0,1,1,0,354.18,Euro
317952624-6,c++,1,0,0,0,431.86,Dollar
934407314-7,c++,0,1,1,2,385.10,USD
901929176-9,c++,2,1,0,1,163.71,jod
317495359-6,R,1,0,1,1,438.79,euro
071822336-5,PYTHON,2,1,1,2,203.23,euro
436928829-0,,1,0,0,2,415.51,euro
631495201-8,R,0,1,2,2,203.58,Euro
290152381-1,python,2,2,0,2,123.62,jod
808930781-7,python,0,0,0,0,104.12,JOD
919159507-X,c++,1,1,0,2,112.20,jod
455282525-9,JAVA,2,2,2,0,456.37,USD
770841012-6,python,1,0,0,0,198.08,jod
774789846-0,JAVA,1,0,2,2,103.56,jod
850337357-2,Python,2,1,2,1,327.46,Dollar
446421099-6,JAVA,1,1,2,0,400.54,Euro
815162966-5,c++,1,2,2,0,485.18,jod
336038508-X,R,2,0,0,1,169.78,Euro
542146472-5,C++,2,2,1,0,266.74,Euro
602609238-2,c++,2,1,1,2,217.25,Euro
491061580-6,python,0,0,1,1,413.18,Dollar
354854256-5,PYTHON,0,0,0,2,344.90,jod
041180144-9,Python,0,0,1,1,190.29,Euro
402697372-7,R,1,0,2,2,256.06,Euro
720220261-1,python,0,1,2,2,479.47,USD
547020910-5,java,0,1,1,0,236.87,jod
941895786-8,Python,0,0,2,0,193.86,JOD
141402533-5,,0,0,0,2,468.63,Dollar
047280639-4,R,0,0,0,2,390.47,Dollar
079499011-8,R,0,0,1,1,108.04,Dollar
385139230-2,C++,2,1,1,2,409.94,JOD
732637582-8,r,2,0,2,0,322.40,Dollar
686127931-5,c++,2,0,1,1,341.11,Dollar
917400297-X,,1,2,1,1,491.35,USD
947678180-7,JAVA,0,0,1,2,387.98,Euro
546978403-7,PYTHON,2,0,0,2,253.63,Dollar
467500339-7,Python,0,0,1,2,479.38,euro
128844203-3,java,2,1,2,0,252.29,USD
595596797-4,java,2,1,0,0,330.61,Euro
088392290-8,Python,1,1,0,1,251.59,JOD
270185059-2,java,2,0,2,2,462.38,Dollar
538359304-7,r,1,0,0,2,106.75,Dollar
431499063-5,r,1,0,0,1,191.53,Dollar
745596701-2,JAVA,0,1,1,2,293.56,Euro
457316191-0,java,1,1,2,0,145.67,Dollar
714858006-4,R,2,0,0,2,292.07,Euro
203518365-0,r,1,2,2,1,175.79,Euro
006200023-3,Python,2,1,0,2,373.78,USD
761184443-1,C++,1,1,0,0,253.48,Euro
552094213-7,R,1,2,0,0,395.98,Dollar
018466151-X,JAVA,0,0,1,1,325.22,Dollar
100452928-7,c++,2,2,0,2,344.21,Dollar
037861775-3,R,0,0,1,0,208.52,Dollar
002538795-2,Python,1,0,2,0,471.54,JOD
303394840-5,JAVA,2,0,2,1,115.00,jod
966585667-7,PYTHON,1,0,1,2,433.27,euro
510544142-7,java,1,2,0,1,169.14,euro
126056073-2,C++,1,2,0,0,241.31,USD
