Project_ID,Programming Language,Employee-1,Employee_2,Employee-3,Employee_4,Award,Currency
860690371-X,C++,1,1,1,0,117.45,euro
457793928-2,PYTHON,2,0,2,2,217.27,euro
658802297-2,PYTHON,1,1,2,0,192.89,euro
820890250-0,JAVA,2,1,1,1,226.36,Dollar
871233757-9,,1,2,0,1,323.42,Euro
825395669-X,r,1,0,2,2,167.76,USD
433630206-5,C++,1,0,0,0,281.32,jod
226981216-6,JAVA,1,1,0,0,135.74,JOD
207318747-1,Python,0,2,2,0,420.88,JOD
715068556-0,java,2,1,2,2,360.26,euro
189427180-7,java,0,1,2,1,392.14,euro
133331898-7,JAVA,2,1,2,0,168.81,JOD
883402360-9,c++,1,1,1,2,164.76,euro
100671327-1,JAVA,0,1,0,2,153.89,USD
559761367-7,R,1,0,1,1,236.32,Dollar
508746906-X,r,0,1,0,2,236.38,euro
482579708-3,java,0,1,1,2,170.19,euro
866678303-6,Python,1,0,2,0,221.33,Euro
533164777-4,java,1,2,2,1,360.09,Euro
868978433-0,r,2,1,0,0,279.69,jod
203937717-4,,2,2,0,0,380.87,Euro
728691387-5,java,1,2,1,0,312.21,Euro
627490058-6,Python,1,1,1,2,440.55,Euro
855024495-3,PYTHON,0,1,0,2,123.61,euro
690953906-0,PYTHON,1,0,1,2,439.11,Euro
239863464-7,java,0,0,1,1,277.47,Euro
221865125-4,PYTHON,2,2,1,2,267.35,USD
844750644-4,r,2,0,2,0,456.94,euro
927032145-2,r,0,1,1,2,396.47,JOD
651712352-0,java,2,0,2,1,352.07,jod
182682240-2,,0,0,0,1,242.43,JOD
301428560-9,,1,1,2,0,385.08,JOD
006893762-8,python,1,1,1,1,220.62,Euro
159871657-3,java,2,1,0,0,435.06,JOD
931162318-0,c++,2,1,1,2,177.36,JOD
169500012-9,PYTHON,0,0,2,1,489.01,Dollar
512138494-7,r,2,2,1,0,412.58,USD
512224385-9,R,2,2,2,1,117.68,Euro
036008713-2,C++,0,0,2,0,309.87,jod
433017476-6,r,0,1,1,1,230.26,euro
281145256-7,c++,2,2,1,0,111.01,USD
655761766-4,python,2,1,1,1,109.64,Euro
619950269-8,Python,1,1,1,1,263.33,Dollar
866759530-6,JAVA,2,2,2,1,378.83,euro
872573574-8,R,1,2,2,0,137.79,jod
976087997-2,PYTHON,0,2,2,1,407.32,Dollar
083980547-0,java,2,0,0,2,223.73,Euro
999622861-4,JAVA,0,0,2,1,254.93,Dollar
124238954-7,r,1,2,2,1,332.32,Euro
412995784-8,Python,0,1,2,2,130.43,euro
158821449-4,r,1,2,0,1,395.22,jod
226218277-9,,0,1,0,1,106.64,Euro
765205157-6,R,2,0,1,1,304.59,JOD
325442469-7,PYTHON,1,1,1,2,109.71,USD
607878856-6,Python,1,1,1,0,259.58,USD
539202126-3,java,0,0,0,2,314.08,euro
585637631-5,python,2,0,1,0,393.76,jod
566673071-1,r,2,1,1,1,438.56,Euro
859115537-8,c++,2,0,1,2,340.36,JOD
561709419-X,java,1,1,0,0,140.03,Dollar
450657132-0,python,0,2,1,0,159.55,USD
801416203-X,java,2,0,1,0,421.49,USD
074608203-7,r,2,2,1,2,341.55,JOD
082230756-1,R,1,2,0,0,142.45,jod
803272759-0,R,0,1,0,1,210.58,Euro
359077729-X,python,0,2,2,1,321.59,JOD
730822627-1,C++,1,1,1,1,491.92,euro
448686850-1,r,2,2,1,1,249.84,Dollar
491236222-0,JAVA,0,0,2,0,351.88,USD
054249116-8,JAVA,1,1,2,1,103.89,jod
842305239-7,Python,0,2,1,2,112.81,USD
386179243-5,r,0,2,1,0,279.86,JOD
325353040-X,JAVA,1,2,2,0,190.58,euro
968244642-2,python,0,0,2,2,228.30,jod
632313185-4,JAVA,2,1,2,0,418.24,jod
274945691-6,C++,2,0,0,0,475.67,USD
572782277-7,,2,1,1,1,460.51,euro
168013135-4,JAVA,0,1,0,0,117.13,JOD
002835352-8,r,2,0,1,1,327.15,Dollar
038935066-4,Python,2,2,0,2,148.14,USD
102174848-X,java,1,2,1,0,250.13,USD
055648424-X,r,1,1,2,0,409.55,euro
204786176-4,PYTHON,0,1,0,0,178.58,USD
775628803-3,PYTHON,2,1,0,0,377.07,jod
494739484-6,JAVA,1,2,1,2,292.91,jod
054455075-7,java,1,0,1,2,352.69,JOD
643175988-5,R,2,0,0,1,364.20,Euro
385043405-2,c++,1,2,1,2,130.35,USD
455119993-1,C++,2,0,1,0,447.49,jod
668857297-4,JAVA,1,0,1,1,329.84,jod
504907333-2,r,0,1,0,0,112.30,jod
904955881-X,r,0,2,2,0,115.46,USD
246157288-7,r,0,1,0,2,329.06,USD
562081803-9,r,1,1,2,0,273.43,USD
766490629-6,PYTHON,1,0,2,2,226.09,jod
881801128-6,Python,1,1,2,2,449.19,USD
543438188-2,r,0,0,2,2,337.53,JOD
406948656-9,python,1,0,0,2,207.05,Dollar
330291494-6,R,2,0,0,2,152.33,Euro
264549221-5,c++,2,1,1,1,186.97,jod
943444412-8,java,0,1,1,2,123.51,USD
672721620-7,java,1,2,0,0,369.99,JOD
521748561-2,c++,1,1,1,1,432.21,euro
999695821-3,Python,0,2,0,1,222.23,Dollar
113149902-6,java,0,0,0,0,142.34,USD
806207383-1,,2,2,1,1,316.12,Dollar
201214844-1,r,2,1,0,1,158.01,JOD
084706180-9,PYTHON,2,2,0,1,128.58,USD
005563020-0,c++,2,2,2,2,381.65,USD
890688262-9,Python,0,0,0,2,204.76,Dollar
453991627-0,PYTHON,0,0,0,2,360.39,jod
146137980-6,java,0,2,0,0,387.15,USD
467473148-8,r,0,2,2,2,265.25,JOD
736240634-7,JAVA,0,1,2,2,309.69,jod
631572929-0,java,0,0,1,0,100.22,jod
093160469-9,R,2,1,1,0,476.41,jod
423386121-5,Python,1,0,0,1,389.59,Dollar
411156836-X,C++,2,2,2,1,174.61,euro
902586156-3,java,2,1,0,1,471.50,jod
732041325-6,JAVA,0,1,0,1,175.79,USD
424343806-4,JAVA,1,0,0,2,327.98,euro
058128527-1,C++,1,0,0,0,449.17,USD
794705880-6,r,1,0,2,2,148.86,jod
531024907-9,java,1,0,0,0,459.50,Euro
489923795-2,r,1,0,2,0,166.49,JOD
815419162-8,JAVA,0,1,0,0,313.72,JOD
612359507-5,PYTHON,2,2,0,0,301.46,jod
969159034-4,r,2,1,2,1,195.22,Euro
894531659-0,python,2,2,2,2,296.85,euro
370261868-6,R,1,0,1,0,437.96,USD
265784726-9,JAVA,1,1,1,1,456.98,jod
430827649-7,r,1,0,0,2,315.95,JOD
560004849-1,python,1,2,1,2,295.11,euro
650885201-9,c++,0,1,1,2,394.13,JOD
574133258-7,c++,1,1,0,2,471.15,JOD
511894627-1,C++,0,2,0,2,238.88,euro
842121336-9,r,1,0,1,2,319.85,Dollar
306902213-8,C++,2,1,0,2,387.46,euro
378891760-1,Python,2,2,0,0,287.32,JOD
721715509-6,JAVA,0,1,1,1,110.80,Dollar
228493757-8,JAVA,0,1,2,0,493.83,JOD
127165953-0,c++,0,2,0,1,130.32,jod
919653098-7,PYTHON,2,1,0,2,387.73,USD
494822236-4,c++,1,0,2,1,161.40,USD
291673549-6,PYTHON,2,2,0,1,209.95,euro
280134881-3,Python,2,1,2,0,498.88,Euro
084509513-7,python,2,0,1,1,137.48,JOD
038273398-3,JAVA,1,2,1,2,355.12,JOD
076038993-4,c++,0,2,0,1,321.04,USD
396291576-1,java,2,2,2,2,386.35,Dollar
106957215-2,Python,0,0,0,1,225.67,Euro
870480055-9,R,0,1,2,2,372.33,Dollar
428530410-4,java,1,0,0,1,126.28,JOD
306559591-5,r,2,2,1,2,139.18,USD
181760272-1,r,2,0,0,2,100.71,JOD
725598357-X,JAVA,1,0,0,1,258.89,Euro
574007769-9,c++,2,0,0,2,395.15,jod
476218749-6,r,0,0,1,2,176.91,Euro
771943977-5,PYTHON,1,0,2,1,200.65,Dollar
165935126-X,python,0,1,2,1,244.75,Euro
953530598-0,,1,2,0,2,354.93,euro
606985228-1,C++,0,0,1,1,334.58,USD
948917854-3,c++,1,0,2,1,298.15,JOD
736606977-9,c++,0,1,0,2,298.02,euro
275750203-4,R,1,1,1,0,402.17,Dollar
924206175-1,java,0,2,2,1,278.75,jod
988593721-8,c++,0,0,2,1,228.30,JOD
410250243-2,python,0,1,0,2,100.63,euro
031240363-1,C++,1,1,0,0,188.41,USD
650651220-2,JAVA,0,1,1,1,288.00,euro
004868764-2,c++,0,0,0,1,299.34,USD
727974036-7,PYTHON,2,1,1,1,275.08,JOD
881498407-7,C++,0,0,0,0,438.97,euro
737299344-X,JAVA,0,2,0,2,462.57,jod
099978644-X,R,2,0,0,1,189.88,Dollar
406126869-4,r,0,0,1,2,463.86,Euro
495668457-6,c++,1,0,1,1,276.83,euro
440630151-8,c++,2,2,1,0,137.25,euro
623112757-5,C++,0,1,1,0,302.10,euro
912660158-3,C++,2,0,2,1,237.56,euro
719848692-4,JAVA,1,0,2,1,244.43,jod
081721533-6,Python,0,1,2,0,451.02,Dollar
822215522-9,c++,0,2,1,2,111.56,USD
408669845-5,R,1,2,1,2,415.78,jod
951986152-1,r,0,0,0,1,270.90,Dollar
672989989-1,java,0,1,1,2,208.12,Euro
920978945-8,PYTHON,1,2,1,2,429.67,JOD
492960889-9,R,2,0,1,1,117.46,USD
378311925-1,java,1,2,2,0,436.64,Dollar
687063360-6,python,2,1,2,0,418.04,jod
472568309-4,R,0,1,2,0,217.04,euro
980028635-7,python,1,1,2,1,284.73,euro
889299342-9,r,0,2,2,0,239.80,USD
247993552-3,java,1,0,0,0,146.87,Dollar
024862485-7,java,2,2,0,1,329.50,Dollar
136362445-8,C++,0,2,1,1,415.88,euro
609094309-6,R,2,0,1,1,386.76,Dollar
776503700-5,python,2,0,1,2,294.17,jod
272249329-2,C++,0,0,2,2,264.90,Euro
160122182-7,r,0,1,1,2,382.22,USD
553499552-1,R,0,0,0,2,177.15,Dollar
457236416-8,C++,0,0,1,1,282.35,euro
417246756-3,c++,0,0,2,2,153.67,euro
413602469-X,java,2,2,2,1,435.88,JOD
047317115-5,C++,2,1,2,2,376.51,Dollar
031363745-8,,2,2,2,2,242.15,Dollar
925122757-8,python,0,0,0,0,224.10,Euro
802629093-3,Python,1,2,2,0,348.11,Euro
608927458-5,c++,0,0,0,2,435.62,euro
383891263-2,JAVA,1,1,0,2,330.12,Euro
532412001-4,R,0,1,2,1,437.00,jod
773733946-9,r,1,2,1,2,499.60,USD
052852472-0,R,1,2,0,2,279.88,Euro
935474510-5,r,0,1,1,1,496.03,jod
258007335-3,c++,0,0,2,0,171.68,euro
624100885-4,r,1,1,2,2,324.32,USD
492465729-8,PYTHON,2,1,2,0,482.12,Euro
006137296-X,java,0,1,2,1,124.44,JOD
215923026-X,Python,0,2,1,2,206.10,Euro
441916587-1,PYTHON,2,2,0,0,485.02,JOD
206464118-1,R,0,1,1,0,474.64,Euro
938504482-6,Python,0,1,2,1,180.79,euro
180973572-6,JAVA,2,1,2,1,283.16,Dollar
319506468-5,R,2,0,1,0,266.45,Euro
851622552-6,R,0,2,2,2,178.21,Euro
371723719-5,C++,0,1,2,0,232.92,jod
287047169-6,python,1,1,1,1,404.59,Dollar
051178711-1,,0,1,2,2,202.82,USD
887243337-1,Python,2,0,1,1,228.16,Euro
387772567-8,PYTHON,0,2,1,2,470.15,USD
905406580-X,JAVA,0,0,2,2,483.17,Dollar
923232943-3,Python,2,2,0,2,228.11,euro
927219752-X,C++,2,1,1,0,262.57,USD
259476979-7,,2,1,2,1,298.29,Dollar
822051772-7,C++,1,2,0,1,201.76,euro
785121098-4,c++,1,1,0,2,323.90,JOD
703894828-8,c++,1,1,0,2,190.21,euro
252714611-2,python,2,1,0,1,207.27,Dollar
837887770-1,C++,0,0,1,1,178.34,Euro
788252555-3,r,1,2,1,2,217.25,JOD
345270632-X,,2,1,2,2,167.04,Euro
921397923-1,PYTHON,2,0,0,2,261.26,JOD
103678208-5,python,0,2,2,2,205.30,USD
819738301-4,r,2,0,1,0,199.24,euro
841350585-2,c++,2,0,2,2,151.77,Dollar
239299697-0,JAVA,1,2,1,0,124.80,euro
217189997-2,,0,2,0,0,151.75,JOD
273073350-7,java,0,0,2,0,483.00,jod
622755582-7,JAVA,0,1,0,0,164.33,euro
285451610-9,R,2,1,1,0,120.98,Euro
412535288-7,JAVA,0,0,0,2,491.16,jod
184295687-6,JAVA,2,2,2,1,209.78,Dollar
205933033-5,R,2,0,0,2,197.93,USD
416905001-0,C++,0,1,1,0,166.43,jod
924252475-1,r,1,2,2,0,449.96,jod
598057143-4,PYTHON,1,1,0,2,357.57,Euro
310268857-8,PYTHON,0,1,1,1,284.23,euro
903375846-6,C++,0,1,2,2,403.62,Dollar
888208349-7,,1,2,1,0,383.31,Euro
063416428-7,C++,2,0,0,0,402.79,JOD
883222035-0,python,1,1,0,1,463.60,jod
613613382-2,C++,2,2,2,2,193.88,Euro
036063146-0,JAVA,0,2,0,1,226.39,Euro
078102138-3,R,1,2,1,0,484.86,USD
141176779-9,java,2,0,1,0,100.05,Euro
008784032-4,python,0,2,1,1,336.22,jod
522895513-5,PYTHON,1,1,0,2,230.16,USD
470578657-2,JAVA,0,0,1,2,429.80,Dollar
428670116-6,JAVA,2,1,2,1,211.41,JOD
804812607-9,JAVA,2,0,0,2,314.85,USD
117757658-9,c++,1,0,0,0,273.70,Dollar
684041859-6,java,2,0,1,1,114.80,USD
962280005-X,java,1,0,0,2,173.78,USD
856270678-7,R,1,0,2,1,198.66,USD
796687241-6,c++,2,1,0,2,390.35,Euro
928924868-8,,1,1,2,1,275.96,euro
490525814-6,Python,2,0,0,0,101.54,USD
938013202-6,R,0,2,1,0,219.45,JOD
970098135-5,Python,0,0,2,1,339.56,Euro
347451794-5,JAVA,2,0,0,2,383.78,USD
702248352-3,C++,1,0,0,1,290.52,Euro
882975607-5,python,0,1,0,1,444.22,euro
654194378-8,PYTHON,2,2,2,0,187.23,USD
677374098-3,r,2,1,2,1,183.16,Euro
370864023-3,JAVA,1,2,1,1,481.76,JOD
127557670-2,python,1,0,0,0,202.83,Dollar
287514001-9,python,2,1,2,2,463.90,Dollar
760892899-9,r,2,1,0,1,294.58,Dollar
108052042-2,c++,2,2,2,1,240.48,JOD
591718096-2,python,0,2,0,1,134.61,Dollar
363081695-9,R,0,0,1,1,259.34,USD
593656235-2,r,1,1,2,2,116.28,JOD
926485780-X,PYTHON,0,0,2,0,104.76,euro
030115875-4,JAVA,2,2,2,2,294.92,Euro
022865409-2,c++,2,1,2,1,436.57,jod
852975374-7,,2,2,1,0,186.20,Euro
872423497-4,R,1,2,1,1,110.16,euro
152465169-9,r,2,0,2,1,415.67,JOD
468776859-8,JAVA,2,2,0,2,369.10,USD
375879591-5,java,2,2,2,1,184.05,Euro
239273343-0,C++,2,2,2,1,476.69,Dollar
125818330-7,PYTHON,1,2,1,2,190.77,jod
770979034-8,python,2,2,2,1,135.95,JOD
324866365-0,Python,2,2,1,0,361.98,euro
618096902-7,python,0,0,1,1,277.66,Dollar
156710296-4,JAVA,2,1,2,1,175.32,jod
576688967-4,C++,0,1,1,0,262.95,Euro
979235306-2,c++,1,1,0,1,355.89,Euro
778519852-7,C++,1,2,0,1,482.98,jod
814083912-4,C++,0,0,2,0,198.37,Dollar
490535120-0,r,0,0,2,1,332.74,euro
251229485-4,Python,2,0,1,0,336.31,USD
524138705-6,Python,0,2,1,1,328.05,Dollar
350591543-2,c++,0,0,2,0,213.65,jod
683023242-2,c++,1,0,1,2,455.17,JOD
818979325-X,r,1,1,1,2,357.90,Dollar
326890079-8,Python,2,1,2,2,423.60,JOD
034642193-4,python,0,0,1,1,301.39,euro
729921964-6,Python,1,2,1,0,388.52,USD
983717705-5,Python,0,1,2,1,471.48,USD
879834315-7,Python,2,0,1,2,400.15,euro
977541721-X,JAVA,0,1,1,2,401.08,JOD
970549378-2,PYTHON,2,2,1,1,125.13,JOD
426769850-3,C++,2,1,2,0,441.43,Dollar
709883253-7,JAVA,2,2,1,2,454.58,Euro
337049991-6,python,2,0,2,2,416.00,Dollar
464061978-2,java,1,0,2,1,399.28,jod
893912733-1,c++,0,0,2,2,408.67,jod
212462937-9,r,2,1,2,1,424.97,euro
801270731-4,PYTHON,2,0,1,0,478.78,Euro
657041298-1,Python,0,0,1,0,218.81,USD
787286561-0,R,1,1,0,0,441.01,euro
453266220-6,,1,2,2,1,141.89,JOD
015367227-7,r,2,2,1,1,188.66,JOD
243803167-0,java,1,2,0,1,435.13,JOD
251629099-3,C++,1,1,2,0,262.42,USD
090282393-0,python,1,0,1,2,226.87,Euro
841716820-6,python,0,0,0,1,244.81,JOD
709307345-X,r,0,1,2,2,114.72,USD
941097948-X,c++,2,1,2,1,184.24,jod
642773369-9,c++,1,1,2,2,277.21,jod
848255367-4,PYTHON,1,1,0,2,121.25,Euro
315252373-4,JAVA,0,0,1,1,227.81,Euro
170043717-8,c++,1,0,2,1,272.31,Euro
447409810-2,,0,2,0,2,405.33,euro
331383097-8,PYTHON,2,0,1,2,169.30,Euro
211928536-5,PYTHON,1,0,1,2,116.07,euro
886902118-1,Python,1,0,0,0,244.99,jod
200299683-0,R,1,1,2,2,157.83,jod
241959084-8,python,1,1,2,2,345.30,USD
428447327-1,python,2,0,0,2,290.38,Dollar
950354456-4,c++,1,0,1,0,420.99,JOD
210796846-2,r,2,1,1,1,203.98,USD
665567330-5,JAVA,1,2,1,0,483.33,JOD
079078715-6,R,0,1,2,0,200.20,USD
747175973-9,C++,2,1,1,2,309.48,Euro
085759894-5,r,2,1,1,2,367.69,Dollar
854574898-1,r,0,1,2,2,490.81,Euro
638738405-2,PYTHON,1,0,0,2,415.67,Dollar
109288952-3,PYTHON,2,2,1,1,341.05,jod
895427044-1,java,2,0,2,1,223.48,USD
914311161-0,JAVA,1,2,0,0,359.70,euro
514029180-0,JAVA,2,0,0,0,467.05,jod
054268321-0,JAVA,2,1,0,0,443.32,USD
813760259-3,r,1,2,0,2,170.78,Euro
009820580-3,C++,2,2,2,2,247.35,USD
113477392-7,Python,2,1,0,2,281.82,Dollar
716114657-7,JAVA,0,0,1,2,434.66,USD
075922439-0,Python,1,0,0,0,448.03,USD
424088107-2,python,1,1,0,0,462.39,Dollar
069751795-0,C++,2,2,1,1,437.69,euro
943802265-1,python,1,0,2,2,178.54,jod
338397357-3,r,0,1,1,0,417.74,Dollar
758588874-0,java,0,2,1,2,177.96,euro
396849426-1,r,2,0,1,0,378.25,Euro
090728295-4,PYTHON,0,0,0,1,345.08,USD
487325265-2,,1,1,2,0,442.57,Euro
514026544-3,python,0,0,1,0,363.61,JOD
025932869-3,c++,0,0,1,1,461.50,jod
275997975-X,Python,1,0,1,0,140.83,euro
970157869-4,JAVA,1,2,1,2,296.23,JOD
222850163-8,python,2,2,2,0,364.42,euro
130245574-5,java,2,1,0,0,102.15,jod
025441271-8,python,2,1,0,1,327.49,USD
959257578-9,java,0,0,2,2,302.23,Dollar
212770632-3,c++,0,2,2,0,103.96,Euro
802740842-3,R,2,1,0,1,176.15,jod
090414732-0,,1,1,0,0,392.64,JOD
988188463-2,python,1,1,1,0,144.49,USD
915805583-5,java,2,1,0,2,427.20,JOD
713738840-X,JAVA,2,2,1,0,328.91,Euro
187492076-1,Python,1,1,2,1,366.89,JOD
148699513-6,r,1,2,2,1,147.23,Dollar
329026857-8,R,2,2,1,1,482.98,euro
802087188-8,c++,1,0,2,0,237.16,Euro
508769958-8,r,0,0,0,2,441.99,Euro
770535247-8,PYTHON,0,0,2,1,119.77,jod
032086751-X,r,2,1,1,1,377.23,USD
002576645-7,,2,0,2,0,151.25,JOD
462029432-2,R,2,2,0,0,133.21,Euro
698850396-X,R,1,1,0,2,492.15,Euro
002706650-9,PYTHON,2,2,0,1,122.37,Dollar
283224198-0,c++,1,0,0,0,242.30,Euro
563847447-1,JAVA,0,2,2,1,161.38,euro
136425277-5,python,0,1,0,1,205.35,USD
293519637-6,python,0,0,0,0,301.61,Euro
353883479-2,r,1,2,1,0,407.54,euro
542233512-0,r,0,1,2,2,451.09,Euro
088949192-5,C++,2,1,2,1,190.37,JOD
472242537-X,java,1,2,1,2,314.02,jod
997246036-3,python,2,0,0,0,182.93,jod
790622461-2,c++,0,2,1,2,184.47,Euro
674664118-X,Python,1,2,2,0,491.09,euro
426543933-0,java,2,0,1,2,386.62,Euro
807826936-6,r,2,0,0,2,271.22,Euro
270989823-3,python,1,1,1,1,480.29,USD
322666708-4,,0,1,0,1,331.42,jod
060749462-X,C++,1,1,0,0,367.33,USD
419194366-9,java,1,0,2,1,453.76,jod
868042306-8,java,2,1,2,2,215.27,jod
833685206-9,c++,1,2,2,0,497.09,JOD
315499384-3,R,2,1,1,2,389.87,Euro
625869763-1,r,0,1,0,0,402.57,USD
516511984-X,r,2,2,2,2,295.16,USD
984604388-0,JAVA,1,1,2,2,168.49,JOD
757161257-8,JAVA,0,2,1,1,443.98,jod
524987429-0,r,0,2,2,2,271.56,JOD
294970788-2,JAVA,1,2,0,2,417.22,jod
249457673-3,C++,1,2,1,2,114.42,JOD
281893356-0,C++,2,1,2,2,123.33,Euro
742636756-8,python,2,1,2,2,160.15,Dollar
171880140-8,c++,1,2,2,2,491.61,Euro
405644339-4,r,1,0,2,1,390.96,euro
551502642-X,r,2,2,0,0,420.07,euro
105894817-2,,2,2,1,2,110.47,JOD
255290793-8,Python,1,1,0,0,116.81,Dollar
813855450-9,c++,1,1,0,1,410.54,jod
733491244-6,c++,0,2,1,0,296.38,USD
261363144-9,PYTHON,1,1,1,2,372.98,jod
308593659-9,r,2,2,2,0,443.94,USD
777152375-7,python,2,0,2,2,304.14,euro
745179651-5,C++,0,0,2,2,200.94,JOD
917529463-X,python,2,0,1,2,405.86,JOD
841212080-9,Python,1,2,0,2,427.25,JOD
000211553-0,PYTHON,2,1,2,0,422.39,Dollar
176978406-3,r,1,2,1,0,289.92,JOD
510423550-5,PYTHON,1,1,2,2,197.46,euro
911589693-5,JAVA,0,1,1,1,240.82,jod
746317446-8,C++,1,0,2,2,332.45,jod
395465227-7,r,1,2,0,2,454.77,jod
925916867-8,r,0,1,0,0,234.42,Dollar
831018342-9,C++,1,0,0,2,148.49,Dollar
955948766-3,,0,1,2,2,191.88,jod
271042730-3,C++,1,2,2,1,255.50,USD
304009575-7,Python,2,1,1,2,387.38,Euro
406523022-5,PYTHON,2,2,0,2,373.09,euro
554498599-5,python,0,1,1,0,258.87,jod
791535886-3,PYTHON,0,0,1,0,268.83,jod
249182557-0,JAVA,2,0,0,2,451.07,jod
652895753-3,JAVA,2,1,0,1,369.27,jod
971011799-8,Python,2,0,0,1,451.81,Euro
403971065-7,Python,2,0,2,2,288.15,USD
992065867-7,c++,2,0,2,2,359.40,Euro
978365200-1,Python,1,1,1,1,406.11,jod
499225232-X,R,2,0,0,2,434.67,Euro
709539649-3,java,0,2,0,2,291.13,jod
273880582-5,Python,1,0,1,2,337.39,Euro
403883701-7,r,2,0,1,1,198.22,JOD
427001926-3,JAVA,1,0,2,0,326.01,USD
986131567-5,PYTHON,2,2,0,1,131.24,Euro
879783535-8,c++,1,2,2,1,384.78,Dollar
131041035-6,Python,1,0,0,0,467.97,Euro
310379153-4,PYTHON,1,2,0,1,314.91,Euro
758600097-2,R,2,0,0,2,351.54,jod
686989793-X,c++,0,2,2,2,341.53,jod
134338900-3,JAVA,2,1,0,1,188.49,jod
672025024-8,r,1,1,1,2,156.39,JOD
778129306-1,Python,2,2,2,0,383.32,euro
634099749-X,C++,1,1,1,1,184.47,Dollar
389011878-X,java,0,0,2,1,351.06,Dollar
197225971-7,python,1,1,0,0,347.01,JOD
514108877-4,R,1,2,1,2,341.14,jod
008667704-7,R,0,2,0,2,231.49,JOD
000864021-1,c++,2,2,1,2,325.71,Dollar
709502123-6,Python,2,2,2,2,142.76,Dollar
233625242-2,r,2,1,2,0,268.76,Euro
622066024-2,Python,1,0,2,0,227.30,jod
263749392-5,c++,2,2,2,2,293.14,JOD
835004801-8,python,1,0,0,2,195.02,JOD
577241970-6,R,1,2,0,0,496.41,Euro
382316255-1,c++,2,1,1,2,429.26,jod
892544387-2,R,0,2,2,0,100.02,jod
747103147-6,java,1,2,2,1,216.29,Dollar
388200724-9,C++,0,2,1,0,383.15,jod
349682311-9,JAVA,0,1,2,2,408.54,euro
310655848-2,python,2,2,1,2,474.58,Euro
886360500-9,python,1,2,2,1,190.08,euro
668459468-X,R,1,0,2,2,396.68,euro
080831162-X,C++,2,0,0,0,260.95,Euro
226284563-8,Python,1,0,0,0,237.56,euro
678740936-2,C++,1,0,2,0,260.31,Euro
606234503-1,R,1,1,1,1,166.66,jod
451294400-1,r,0,0,2,0,226.82,Dollar
646187678-2,PYTHON,2,0,0,2,162.28,USD
890794216-1,python,2,2,0,1,162.53,JOD
031892447-1,C++,2,1,2,2,311.86,Euro
905899046-X,R,1,1,2,2,458.57,Euro
991702184-1,java,2,2,2,0,206.54,Dollar
445626574-4,c++,0,2,2,1,381.60,USD
588730734-X,python,2,1,0,1,181.64,USD
699782956-2,R,1,2,0,0,290.54,jod
729346258-1,c++,0,1,1,1,118.66,Dollar
081803607-9,JAVA,1,2,0,0,234.47,Euro
581926917-9,C++,0,0,2,2,337.20,euro
650061556-5,PYTHON,1,2,1,0,131.11,JOD
536071947-8,java,2,1,1,1,259.77,USD
045323152-7,java,0,0,2,1,328.14,Dollar
555948197-1,PYTHON,1,2,0,0,295.02,euro
427610645-1,PYTHON,0,2,0,0,183.21,jod
444151913-3,java,0,2,2,0,492.60,euro
943725782-5,R,1,0,1,2,118.03,Euro
431641043-1,JAVA,2,0,0,0,231.45,Dollar
442993528-9,R,1,1,2,2,352.02,Euro
354927460-2,c++,2,0,2,2,321.08,USD
946548288-9,python,0,1,1,0,433.02,Dollar
185113242-2,r,0,0,0,1,151.96,USD
363008198-3,,1,2,2,1,497.13,USD
230186041-8,c++,2,2,0,0,216.89,euro
944351474-5,R,2,2,2,0,428.16,Dollar
718464355-0,JAVA,1,1,2,2,351.02,JOD
858703160-0,r,1,1,0,0,190.37,jod
295285967-1,c++,1,0,0,0,411.35,Dollar
993016577-0,PYTHON,2,0,1,0,124.42,Dollar
151026653-4,,0,2,0,0,348.83,Dollar
264135644-9,r,0,2,1,2,425.19,JOD
206648732-5,C++,0,2,1,2,252.04,Euro
257936813-2,C++,1,0,1,2,274.46,USD
950924372-8,JAVA,1,0,1,0,407.08,Dollar
174992465-X,R,2,1,2,2,278.96,JOD
099113532-6,c++,2,1,1,1,181.08,Dollar
498828705-X,python,0,1,2,2,483.64,USD
072629820-4,R,2,1,2,1,416.43,USD
975976215-3,r,0,0,0,1,227.54,Dollar
886873490-7,r,1,1,2,1,285.43,USD
523079566-2,r,1,2,2,2,264.92,JOD
476279574-7,,1,1,2,2,248.58,jod
550511376-1,c++,2,0,0,1,401.04,Dollar
694836121-8,python,2,0,2,2,252.45,euro
886617837-3,PYTHON,0,2,2,1,115.42,jod
265833596-2,PYTHON,0,0,2,0,383.38,Dollar
118832209-5,c++,0,1,2,1,370.15,Dollar
473742735-7,c++,2,2,2,1,399.40,euro
221981987-6,c++,2,2,0,1,115.20,JOD
690869794-0,python,1,0,0,0,486.41,USD
044178750-9,Python,1,2,0,1,190.10,JOD
493324475-8,java,2,2,0,0,292.48,Euro
227506192-4,JAVA,2,0,0,2,200.31,euro
355508333-3,PYTHON,0,0,1,2,163.80,USD
341866634-5,Python,0,2,2,1,208.15,Euro
777414844-2,java,1,0,1,0,373.28,euro
536221825-5,java,1,1,1,1,222.41,Euro
202227219-6,r,1,0,0,0,133.99,Dollar
701145352-0,r,2,2,1,1,100.43,JOD
074664511-2,java,2,1,2,0,107.06,Dollar
514861635-0,r,0,2,1,2,350.29,euro
069103732-9,,2,2,1,0,425.98,USD
