ProjectID,Programming Language,Employee1,Employee2,Employee3,Employee4,Award,Currency
864757973-9,c++,1,2,2,2,131.88,Euro
652714625-6,Python,1,1,1,1,189.24,Euro
341169006-2,Python,1,,0,0,394.31,USD
506217699-9,R,2,0,0,0,472.45,JOD
031263171-5,C++,2,1,0,2,114.34,Euro
500155856-5,C++,0,0,1,2,186.06,JOD
052154817-9,Python,2,1,1,2,202.87,USD
758910325-X,JAVA,1,1,2,0,435.83,USD
267197132-X,PYTHON,0,0,2,2,489.48,Euro
444308125-9,Python,0,2,0,2,219.46,Euro
653179127-6,R,0,2,2,1,230.55,JOD
608469661-9,C++,1,2,1,0,279.62,USD
361959375-2,JAVA,1,1,2,2,159.63,USD
897958204-8,JAVA,0,0,1,1,492.33,USD
242241511-3,JAVA,1,1,2,1,251.09,Euro
315724921-5,Python,1,0,1,0,327.46,JOD
542243349-1,C++,2,1,2,0,178.65,Euro
404468651-3,c++,2,2,1,2,361.35,USD
441510402-9,c++,1,,2,1,271.68,Euro
668326197-0,R,1,0,0,0,236.51,USD
527451429-4,R,2,2,0,1,165.52,USD
407087266-3,R,0,0,0,2,425.84,USD
981058796-1,java,1,2,1,1,296.13,JOD
426067033-6,java,1,,1,2,109.74,Euro
007933217-X,R,2,1,2,0,393.27,JOD
622081285-9,c++,1,1,0,0,489.71,USD
300843824-5,JAVA,1,0,1,0,333.21,USD
959390854-4,JAVA,0,2,1,0,160.99,Euro
750118161-6,JAVA,0,0,2,2,426.27,USD
583026130-8,C++,2,0,2,2,313.63,JOD
057807810-4,c++,1,1,0,0,274.50,USD
606161964-2,C++,0,1,1,0,167.87,Euro
728968141-X,Python,0,1,2,2,342.25,JOD
383683166-X,R,0,0,2,1,194.77,JOD
021312755-5,R,1,0,2,0,276.66,JOD
016278479-1,PYTHON,0,0,2,0,311.50,USD
710553979-8,R,2,2,0,1,480.39,JOD
352880607-9,R,2,1,1,2,162.83,USD
478841193-8,PYTHON,0,,0,1,187.80,JOD
112860089-7,java,1,0,0,0,176.62,Euro
522488541-8,R,0,2,1,0,142.04,USD
235545500-7,JAVA,1,0,2,1,328.23,USD
511204958-8,Python,0,2,2,2,328.05,JOD
005797918-9,Python,2,0,0,0,424.62,JOD
012214369-8,C++,0,1,1,0,494.92,JOD
223363913-8,PYTHON,2,2,0,1,444.58,Euro
249343802-7,C++,2,0,2,1,133.30,Euro
553997333-X,C++,2,1,2,0,273.51,USD
923746955-1,java,0,1,1,0,454.54,JOD
097992066-3,PYTHON,0,2,2,1,210.01,USD
990012790-0,JAVA,2,1,2,1,314.86,USD
603568738-5,Python,1,1,1,1,309.34,JOD
069033850-3,java,2,2,1,0,430.12,USD
185527943-6,R,1,0,0,1,234.45,JOD
506241238-2,R,2,0,1,1,432.00,Euro
919674189-9,C++,1,0,2,2,143.29,Euro
234422889-6,R,2,1,1,1,473.40,JOD
941834449-1,JAVA,1,0,2,1,325.46,USD
722771522-1,R,0,0,1,2,343.88,USD
871901304-3,Python,2,0,1,2,353.85,Euro
432172894-0,C++,1,2,2,1,365.19,JOD
135502538-9,JAVA,2,1,2,2,177.62,USD
415090324-7,c++,2,0,1,0,161.95,USD
088748904-4,C++,2,2,2,1,416.37,JOD
823177354-1,JAVA,1,0,0,2,305.14,Euro
447464481-6,Python,2,2,0,2,472.39,JOD
754365796-1,R,1,0,2,0,432.94,Euro
332019786-X,PYTHON,1,2,2,1,436.96,Euro
274127108-9,java,2,1,2,0,469.36,JOD
812367030-3,C++,1,2,2,0,294.52,USD
058024673-6,Python,1,2,2,0,447.67,JOD
805507733-9,java,1,2,2,0,104.35,USD
290423556-6,C++,1,0,0,1,272.75,Euro
519522331-9,R,1,0,0,2,427.25,USD
505507941-X,PYTHON,1,2,0,0,265.35,USD
977126201-7,java,2,0,1,1,406.44,USD
765758463-7,PYTHON,2,2,1,0,417.51,USD
934016245-5,R,0,1,0,1,127.62,USD
140001063-2,R,2,2,0,2,191.03,JOD
747352233-7,C++,0,0,0,2,413.72,JOD
005378835-4,R,0,0,0,0,179.73,USD
269114709-6,Python,0,2,2,0,493.59,JOD
168501197-7,Python,0,0,2,0,321.55,Euro
106347662-3,PYTHON,2,2,0,0,168.12,Euro
262743838-7,JAVA,2,0,0,1,322.91,Euro
000266776-2,java,1,1,2,2,471.34,JOD
371724317-9,JAVA,1,0,1,1,479.39,Euro
771696453-4,R,2,2,0,1,134.37,JOD
952825548-5,PYTHON,2,2,1,0,177.21,USD
305237385-4,java,2,0,1,1,208.92,USD
871615612-9,R,0,2,2,2,191.91,USD
477680350-X,R,1,1,2,1,470.85,JOD
002112617-8,JAVA,0,1,1,2,455.03,JOD
338737910-2,JAVA,2,0,0,0,174.35,JOD
767437445-9,JAVA,1,,1,2,227.42,JOD
623431469-4,R,2,0,1,2,234.40,JOD
927208883-6,,0,2,2,1,292.70,Euro
050012177-X,JAVA,0,0,1,1,383.08,JOD
191714095-9,JAVA,1,0,2,1,410.66,Euro
982506671-7,PYTHON,2,0,0,2,385.38,JOD
897610205-3,java,2,0,1,0,404.33,JOD
684611521-8,java,0,0,1,2,437.69,JOD
524220073-1,PYTHON,2,1,0,1,138.73,Euro
519959350-1,JAVA,2,0,2,1,340.30,USD
770249247-3,JAVA,1,0,2,0,256.57,USD
807375126-7,C++,0,2,0,2,103.42,Euro
408358321-5,Python,0,2,1,1,462.26,JOD
312285213-6,PYTHON,2,1,2,1,142.99,USD
160039482-5,java,1,1,2,0,312.49,JOD
791523936-8,c++,2,1,1,2,177.86,JOD
027816734-9,C++,0,0,1,1,293.36,USD
530712718-9,JAVA,1,2,2,0,495.60,JOD
975990148-X,c++,2,1,2,0,444.40,JOD
580252213-5,R,1,0,0,2,115.59,Euro
407549052-1,Python,1,0,0,0,445.19,JOD
622627599-5,R,2,0,1,2,475.29,JOD
539179669-5,java,2,2,1,0,385.07,JOD
027085048-1,PYTHON,0,1,2,1,413.29,JOD
168524226-X,PYTHON,1,1,2,0,411.49,USD
072783849-0,C++,2,2,0,2,362.59,Euro
482310321-1,java,1,0,1,1,287.81,Euro
436713394-X,C++,2,0,1,0,222.33,JOD
402120752-X,java,2,1,1,2,233.46,JOD
168406213-6,c++,1,2,0,0,191.07,Euro
227779556-9,c++,2,2,1,0,225.94,USD
872260716-1,c++,1,0,0,1,210.55,Euro
791276952-8,JAVA,2,1,0,0,443.98,Euro
279303052-X,C++,0,1,2,2,261.62,USD
598727225-4,JAVA,1,2,2,1,161.46,Euro
535828814-7,c++,0,0,2,0,243.51,USD
187737476-8,java,2,2,0,2,301.52,Euro
264219210-5,java,2,0,0,2,209.18,JOD
998541171-4,Python,2,2,2,1,297.64,Euro
715180238-2,PYTHON,0,1,2,0,249.56,Euro
902822468-8,java,0,0,0,2,185.75,JOD
785849985-8,JAVA,0,1,1,2,100.23,JOD
795697479-8,c++,2,2,0,0,402.40,Euro
638506445-X,PYTHON,0,1,1,1,245.76,JOD
376170620-0,C++,1,1,1,2,359.48,JOD
422845325-2,c++,0,1,0,2,397.20,JOD
746365622-5,R,0,2,2,1,244.21,JOD
410289333-4,JAVA,1,1,1,2,300.25,USD
198164363-X,R,1,1,2,0,144.09,USD
467903382-7,,0,1,2,1,459.41,JOD
044928225-2,Python,1,1,2,2,168.77,Euro
927270998-9,PYTHON,1,0,0,2,317.00,Euro
233068852-0,c++,1,1,0,1,223.18,USD
347010091-8,R,1,0,2,1,347.84,USD
880727440-X,java,0,2,2,2,346.22,JOD
530088675-0,Python,2,1,2,0,286.05,Euro
644689841-X,C++,2,0,2,0,323.57,Euro
805055005-2,PYTHON,0,2,1,2,336.43,USD
842075828-0,R,2,2,0,0,327.11,JOD
030432545-7,Python,1,1,0,1,383.79,USD
617702557-9,C++,0,1,0,2,188.71,JOD
144417988-8,JAVA,0,0,2,0,347.18,JOD
009059569-6,R,0,0,0,0,231.28,USD
108921244-5,R,1,2,0,0,124.34,JOD
570852814-1,c++,0,0,0,1,489.52,USD
200556798-1,R,1,1,2,2,348.20,JOD
829739581-2,R,2,1,2,1,322.05,JOD
943982394-1,PYTHON,1,1,1,1,489.40,Euro
041285155-5,,2,2,0,2,291.16,Euro
296486723-2,PYTHON,0,2,2,0,487.50,USD
876087318-3,Python,2,2,0,0,447.45,JOD
893496741-2,PYTHON,0,2,1,0,192.71,USD
921478451-5,R,0,0,1,1,461.16,JOD
268300234-3,c++,0,0,0,1,124.46,Euro
120350446-2,R,0,1,0,2,171.43,JOD
793457062-7,c++,1,1,1,0,174.79,JOD
853846821-9,Python,2,2,0,0,247.62,USD
738523669-3,c++,0,1,0,0,461.47,USD
972672267-5,Python,0,0,2,1,393.86,USD
479314916-2,java,0,0,0,0,409.63,Euro
258032034-2,JAVA,1,0,2,1,403.66,JOD
542890428-3,C++,0,2,0,2,449.86,JOD
183403993-2,R,1,1,0,0,327.91,JOD
089778114-7,c++,0,0,1,0,193.71,Euro
185300837-0,java,2,2,0,2,476.11,Euro
076779284-X,Python,0,0,0,1,154.95,JOD
846115583-1,PYTHON,1,1,2,1,168.85,JOD
697981806-6,Python,0,2,1,1,334.18,USD
785772553-6,C++,0,1,1,2,295.87,JOD
568840307-1,java,0,2,2,0,380.51,JOD
391241029-1,JAVA,0,2,1,1,289.33,Euro
661793912-3,Python,2,1,0,1,414.46,Euro
677077733-9,java,1,0,2,2,257.60,Euro
937429253-X,c++,1,0,0,2,278.98,Euro
654201054-8,R,0,0,1,0,168.96,JOD
134708448-7,PYTHON,1,1,1,1,397.68,JOD
928792983-1,JAVA,1,0,2,2,169.98,JOD
151121497-X,c++,1,1,0,0,117.34,USD
739819022-0,JAVA,2,2,0,1,281.74,JOD
086061187-6,Python,2,1,2,2,415.70,Euro
118746408-2,JAVA,1,1,0,2,102.35,JOD
473145037-3,Python,1,1,2,2,428.90,JOD
800249719-8,C++,0,2,0,2,202.82,USD
224994095-9,c++,2,2,0,2,470.85,JOD
331147643-3,,0,1,0,0,148.18,JOD
662227633-1,PYTHON,2,2,1,1,133.93,JOD
918018701-3,,2,1,0,2,154.79,Euro
253474400-3,c++,0,1,0,1,426.68,USD
138816214-8,PYTHON,2,0,1,0,499.61,USD
821742692-9,PYTHON,0,0,0,2,220.48,JOD
227264448-1,c++,2,2,0,0,470.35,Euro
611977661-3,Python,0,2,1,1,323.02,Euro
725569169-2,,0,1,2,2,354.07,JOD
930027564-X,C++,1,1,1,0,115.71,USD
887819064-0,R,0,0,2,1,268.74,JOD
176443005-0,,1,1,0,2,428.21,Euro
835274309-0,java,0,2,2,0,367.35,USD
157785706-2,JAVA,1,2,2,0,101.86,USD
750632115-7,c++,1,2,0,1,250.02,USD
573677696-0,java,2,0,0,2,409.09,Euro
346104560-8,Python,2,0,2,2,309.05,JOD
674527679-8,JAVA,2,1,0,0,126.68,Euro
023905774-0,java,0,2,2,2,177.69,Euro
577282618-2,PYTHON,1,0,0,2,137.00,USD
886794874-1,R,2,1,1,2,260.00,USD
810696317-9,C++,0,1,2,0,403.34,Euro
314268813-7,R,1,0,2,1,425.53,USD
365349793-0,java,1,2,1,1,284.18,Euro
815187831-2,C++,0,,2,1,306.83,Euro
068207987-1,PYTHON,0,1,0,2,403.27,JOD
350000674-4,PYTHON,2,0,0,1,193.40,Euro
488709663-1,Python,2,0,2,1,145.24,USD
332717211-0,PYTHON,1,2,2,2,104.71,Euro
047933042-5,Python,1,2,1,2,491.32,JOD
893869998-6,Python,1,1,1,0,443.46,Euro
489505054-8,C++,0,0,2,1,188.31,JOD
501976819-7,c++,0,2,0,1,495.42,Euro
417984518-0,R,1,2,2,2,323.90,JOD
783518062-6,JAVA,0,1,2,0,375.83,Euro
918723824-1,java,2,0,2,1,498.96,JOD
349643605-0,Python,2,0,1,0,153.35,JOD
015188107-3,PYTHON,1,2,0,0,363.90,USD
260632957-0,JAVA,2,0,1,2,158.26,Euro
541511019-4,C++,2,1,1,1,184.22,JOD
748970308-5,java,2,,2,1,239.89,JOD
126576544-8,java,1,,0,2,475.22,Euro
863264327-4,R,2,2,2,2,130.31,JOD
837415738-0,,0,2,0,0,331.89,USD
751741569-7,c++,2,1,0,1,179.15,Euro
620205781-5,c++,2,2,2,2,232.25,JOD
173229456-9,JAVA,2,1,1,0,375.39,USD
982581684-8,Python,0,2,1,2,397.29,Euro
007772505-0,C++,0,2,2,1,434.45,Euro
519466045-6,PYTHON,0,1,0,1,407.46,USD
901632914-5,c++,0,2,1,1,448.58,Euro
060657048-9,Python,2,1,2,0,181.96,USD
509565803-8,C++,0,,2,1,349.51,USD
916061195-2,java,2,2,0,0,153.33,USD
424785815-7,java,1,2,2,0,152.99,Euro
397262291-0,c++,2,1,2,2,216.83,USD
470618679-X,JAVA,0,1,0,1,437.47,Euro
478976721-3,java,0,1,2,2,343.00,USD
182717539-7,,0,0,0,2,186.88,Euro
717355346-6,JAVA,0,2,0,0,437.74,Euro
996297896-3,JAVA,2,2,1,0,459.00,Euro
278306085-X,java,2,1,1,0,199.91,JOD
371798613-9,Python,1,0,1,0,185.76,Euro
816940462-2,java,0,2,0,0,366.12,USD
426644851-1,JAVA,1,2,0,2,395.13,USD
658822862-7,c++,1,1,0,1,353.16,JOD
223001612-1,java,0,2,2,0,409.71,Euro
817403483-8,Python,1,1,2,1,119.68,JOD
236837079-X,Python,2,0,2,0,397.80,JOD
878755957-9,JAVA,1,1,1,0,336.53,Euro
041097985-6,R,0,1,2,0,436.59,USD
448658531-3,java,2,1,1,0,296.51,Euro
486855789-0,c++,2,1,2,1,336.12,USD
716767350-1,C++,2,2,1,0,264.86,Euro
235224137-5,PYTHON,2,0,1,1,270.40,Euro
029071496-6,JAVA,0,2,2,0,439.77,JOD
300767204-X,JAVA,2,2,1,2,421.63,Euro
832548322-9,C++,0,1,2,0,109.15,USD
805997478-5,JAVA,1,1,2,1,203.04,Euro
034196315-1,PYTHON,0,0,0,1,338.90,USD
580610265-3,JAVA,1,2,1,2,293.82,JOD
244516180-0,C++,1,1,0,1,397.55,USD
091442013-5,R,0,1,0,1,441.26,USD
178646402-0,R,1,0,2,0,397.70,USD
781786471-3,Python,1,0,2,0,283.22,JOD
738497020-2,java,1,1,0,2,347.41,JOD
694549539-6,C++,0,2,2,0,255.07,Euro
286283935-3,C++,0,1,2,1,126.93,USD
785366567-9,java,2,0,1,1,340.02,USD
060084806-X,C++,0,2,1,1,179.66,USD
811844233-0,Python,0,0,2,2,444.83,JOD
061949820-X,Python,1,2,0,1,293.93,JOD
928642453-1,Python,0,1,2,2,460.34,USD
084618334-X,java,0,0,0,1,280.74,Euro
988819478-X,java,1,0,0,0,440.28,JOD
101179449-7,C++,1,1,0,0,236.13,JOD
815690356-0,PYTHON,1,2,0,1,393.08,Euro
138709687-7,JAVA,1,2,1,0,297.06,JOD
209829335-6,JAVA,0,1,1,2,142.04,Euro
746667836-X,JAVA,2,0,2,1,410.52,USD
049169260-9,C++,0,1,2,2,141.41,USD
781224021-5,C++,2,0,1,1,472.79,Euro
013237543-5,c++,0,0,1,1,460.30,JOD
398137825-3,java,0,0,0,1,347.18,USD
119346400-5,R,2,0,2,0,182.59,JOD
859805689-8,PYTHON,2,1,2,0,334.88,USD
791232326-0,c++,1,2,0,1,162.36,JOD
276077541-0,c++,1,0,2,1,377.84,USD
522632010-8,java,1,2,1,1,454.20,JOD
328643207-5,c++,0,2,0,1,266.22,Euro
053976346-2,c++,2,1,2,2,167.63,JOD
244016944-7,c++,1,1,2,0,372.06,Euro
714313930-0,R,0,1,1,1,271.70,JOD
904808006-1,c++,1,1,1,0,475.78,JOD
967903016-4,PYTHON,0,2,0,0,416.30,USD
526545328-8,Python,2,2,0,1,133.01,USD
901023241-7,R,0,2,1,0,268.48,Euro
520493582-7,R,2,1,0,2,111.91,JOD
041296586-0,PYTHON,2,0,2,2,442.92,JOD
746676337-5,C++,2,2,1,0,219.56,USD
979497482-X,Python,0,2,1,2,206.15,JOD
971549783-7,C++,2,0,1,0,449.86,JOD
450341083-0,JAVA,0,0,2,0,419.59,Euro
688055465-2,c++,1,1,0,2,168.29,Euro
363019405-2,PYTHON,0,1,0,1,355.91,Euro
287837585-8,C++,1,2,0,1,496.11,JOD
803409439-0,java,2,1,0,2,254.88,Euro
117241199-9,java,2,2,0,0,267.57,Euro
129364601-6,R,0,0,0,2,112.94,JOD
207463627-X,PYTHON,0,2,2,1,391.30,USD
250654768-1,C++,1,2,1,1,449.68,USD
060563891-8,java,0,0,0,1,174.59,USD
217613383-8,PYTHON,1,0,1,2,169.57,USD
933784907-0,Python,1,0,1,2,494.34,Euro
441148316-5,JAVA,1,1,1,1,483.18,JOD
692820659-4,Python,1,1,0,1,276.06,JOD
285066595-9,c++,1,0,0,2,484.47,USD
527691220-3,Python,0,0,0,2,142.97,JOD
385161425-9,JAVA,1,0,0,1,410.68,JOD
316886284-3,PYTHON,1,1,1,0,117.01,USD
344264550-6,,2,2,1,1,163.10,USD
033996242-9,java,1,2,0,2,151.98,JOD
040181854-3,PYTHON,0,2,1,0,390.01,USD
131231111-8,R,2,2,1,2,412.94,USD
403945338-7,R,2,2,1,1,170.77,JOD
784968760-4,PYTHON,2,1,1,2,130.01,JOD
947025422-8,c++,1,0,0,2,301.97,USD
294603397-X,R,1,2,2,0,357.91,Euro
824512743-4,c++,1,1,1,1,342.29,USD
467788705-5,c++,0,2,0,1,256.19,JOD
576559503-0,PYTHON,1,0,1,0,102.09,JOD
158315171-0,C++,1,2,1,0,189.92,Euro
097974602-7,Python,1,0,0,1,462.14,JOD
785620855-4,java,2,1,1,1,382.61,JOD
377032918-X,java,1,2,0,1,437.68,USD
130458128-4,c++,1,1,1,2,191.56,JOD
222285687-6,JAVA,1,1,1,2,133.45,Euro
474232599-0,C++,1,0,2,2,349.54,USD
701945952-8,java,2,0,0,1,232.49,Euro
643039471-9,JAVA,2,2,1,0,433.07,JOD
923283098-1,JAVA,0,2,1,2,215.85,Euro
795535486-9,C++,1,1,1,1,152.71,USD
629696511-7,R,1,1,0,0,388.19,Euro
542640488-7,C++,0,2,1,1,445.18,Euro
325445050-7,JAVA,1,2,1,0,330.21,Euro
797942024-1,PYTHON,0,1,1,0,134.08,USD
379927554-1,Python,1,2,2,1,167.20,Euro
053379547-8,C++,1,0,2,2,398.24,JOD
540474743-9,c++,0,0,2,2,324.98,Euro
236026295-5,PYTHON,2,1,2,2,119.58,JOD
758060015-3,C++,1,2,1,1,350.04,JOD
039099364-6,Python,2,2,0,1,116.47,JOD
434975097-5,java,1,2,1,0,253.11,JOD
598686943-5,PYTHON,0,2,2,1,450.90,JOD
587060597-0,R,1,1,0,1,197.00,Euro
074255565-8,PYTHON,1,1,2,0,331.57,USD
836516181-8,JAVA,1,1,0,2,158.33,USD
253328546-3,java,1,1,0,1,349.12,USD
197480949-8,C++,2,1,1,1,468.19,Euro
250509133-1,JAVA,2,0,1,0,205.65,JOD
080719801-3,Python,2,2,2,0,105.87,USD
193965577-3,C++,2,2,2,1,367.46,USD
333797290-X,C++,0,1,0,1,430.85,Euro
941471732-3,JAVA,0,1,1,2,332.27,JOD
110534552-1,java,0,0,1,0,345.59,USD
121086417-7,PYTHON,1,1,1,1,288.08,JOD
553756790-3,JAVA,0,2,0,0,342.83,USD
510408702-6,R,0,1,2,2,385.59,Euro
306524764-X,c++,1,2,2,2,171.48,JOD
580974219-X,JAVA,2,0,0,2,299.27,JOD
118629329-2,java,1,0,1,0,301.50,Euro
031545945-X,Python,2,2,0,0,474.01,JOD
048393922-6,PYTHON,0,1,2,0,263.59,USD
399914732-6,PYTHON,1,1,1,0,344.33,USD
823684403-X,C++,2,1,2,1,182.81,JOD
040292542-4,c++,0,0,1,1,111.96,JOD
220546152-4,java,0,0,2,0,226.92,Euro
874754100-8,c++,2,2,0,1,271.22,JOD
036893580-9,PYTHON,0,0,1,1,486.18,Euro
624613744-X,R,2,1,2,0,162.28,Euro
020330726-7,C++,1,0,1,0,251.97,JOD
446321508-0,C++,2,1,2,2,124.90,Euro
198401504-4,R,1,2,0,0,206.48,JOD
628655042-9,Python,2,2,1,1,114.16,JOD
228859184-6,c++,1,1,2,0,327.19,USD
364110024-0,PYTHON,0,1,1,1,155.01,JOD
337266555-4,JAVA,1,2,0,2,126.33,Euro
102144131-7,PYTHON,1,0,0,0,279.41,Euro
410614733-5,R,2,0,2,0,248.54,JOD
740208079-X,c++,2,0,1,1,410.09,JOD
876428669-X,Python,0,0,1,1,338.80,Euro
655273780-7,java,0,0,1,1,274.35,Euro
660576160-X,PYTHON,2,1,0,1,427.12,JOD
984942177-0,java,1,1,0,0,224.25,JOD
464069369-9,Python,1,0,0,1,142.38,JOD
363647193-7,R,2,2,1,1,312.87,JOD
439336212-8,C++,2,1,1,0,155.85,Euro
244792306-6,c++,1,0,2,1,445.13,Euro
244108690-1,java,2,1,1,1,301.57,Euro
146849892-4,c++,1,1,2,1,177.43,JOD
000457556-3,JAVA,0,0,2,1,148.13,USD
256081526-5,Python,2,1,1,0,446.86,Euro
406684119-8,C++,2,1,0,2,424.43,JOD
179290033-3,c++,1,1,0,0,129.81,Euro
921074519-1,JAVA,2,2,2,0,301.61,JOD
823435963-0,PYTHON,0,1,1,2,389.39,Euro
928871120-1,Python,2,1,2,0,407.66,Euro
304562472-3,R,0,1,0,0,328.83,Euro
589451485-1,C++,1,1,0,0,275.36,USD
748657412-8,Python,0,1,0,1,247.92,Euro
867811265-4,java,2,1,2,0,453.61,USD
025450942-8,c++,2,1,1,2,212.05,USD
567559307-1,R,1,2,1,0,108.25,Euro
381567776-9,R,0,1,1,2,123.86,Euro
133728691-5,JAVA,0,1,0,1,407.58,Euro
179204394-5,JAVA,2,1,0,2,454.50,Euro
205854216-9,C++,1,1,1,1,158.24,Euro
586090947-0,c++,0,1,2,2,303.92,Euro
730083106-0,Python,0,1,1,1,248.65,USD
559028736-7,c++,1,1,2,1,364.95,JOD
077643801-8,JAVA,2,1,1,1,308.30,JOD
597142955-8,C++,2,0,2,2,203.84,JOD
455354127-0,java,0,1,1,2,486.84,JOD
756854281-5,c++,1,0,1,2,314.82,Euro
831026081-4,PYTHON,0,1,0,2,246.70,USD
498856852-0,Python,1,2,2,0,478.05,JOD
983125223-3,Python,0,2,1,2,125.86,Euro
518721605-8,C++,1,2,2,1,417.40,Euro
126599597-4,c++,0,2,0,0,358.54,Euro
690104361-9,R,2,2,2,0,349.52,JOD
978012935-9,Python,0,1,1,2,262.83,JOD
295907943-4,R,1,1,2,0,307.50,USD
898063024-7,C++,1,1,2,2,461.30,Euro
298179131-1,PYTHON,0,1,0,2,433.21,JOD
421796558-3,c++,1,0,2,1,354.93,JOD
711130670-8,java,2,2,2,2,203.93,USD
055121248-9,R,0,1,2,2,447.53,USD
492096543-5,c++,2,1,0,2,200.31,JOD
957162176-5,R,2,0,0,0,317.07,Euro
066953920-1,PYTHON,1,0,0,0,261.31,Euro
904452859-9,Python,0,2,2,0,367.69,USD
522854300-7,PYTHON,2,2,1,2,301.54,Euro
700473140-5,c++,2,2,1,1,214.90,JOD
772701427-3,C++,0,1,0,0,331.14,Euro
747333437-9,java,0,1,2,2,400.01,USD
142066859-5,C++,0,1,2,0,228.50,Euro
721920735-2,c++,2,2,1,1,485.61,JOD
725843503-4,Python,0,1,0,2,289.55,USD
533904740-7,JAVA,1,2,0,2,334.49,JOD
608598285-2,Python,2,1,0,1,368.28,Euro
298206543-6,R,0,1,2,2,143.39,JOD
472927064-9,JAVA,0,2,1,2,386.48,USD
244556816-1,java,2,0,0,1,252.77,Euro
211896213-4,Python,1,1,2,0,186.42,USD
091592410-2,R,1,1,0,0,485.72,USD
478293067-4,java,2,1,1,1,304.35,USD
336255546-2,java,1,0,0,0,207.32,Euro
940805603-5,R,1,0,0,0,117.43,Euro
635515755-7,JAVA,2,2,2,0,278.01,Euro
351759551-9,JAVA,0,2,0,1,277.62,USD
239129283-X,C++,1,2,1,0,378.78,USD
403401002-9,R,0,0,1,1,106.52,JOD
954436987-2,JAVA,1,2,1,1,347.32,USD
781917461-7,R,2,0,0,0,317.01,JOD
863921621-5,Python,2,2,1,2,428.07,JOD
816201962-6,C++,1,0,0,0,243.81,Euro
053991336-7,R,0,2,2,2,100.33,JOD
471740009-7,R,0,0,0,2,199.88,USD
487323878-1,C++,0,1,1,0,491.52,Euro
543226164-2,R,1,1,1,1,267.61,USD
894283449-3,PYTHON,1,0,0,0,139.86,JOD
276419751-9,C++,1,0,2,1,180.89,Euro
812007011-9,C++,1,2,2,0,440.75,USD
346284747-3,C++,1,1,0,0,454.49,Euro
587768584-8,Python,1,0,1,0,359.55,USD
742214310-X,JAVA,2,2,0,2,173.75,USD
090337568-0,R,1,2,0,2,474.70,Euro
706714740-9,R,2,2,1,0,447.72,USD
431519749-1,R,2,1,1,0,192.00,JOD
376458907-8,java,2,0,1,0,181.73,JOD
718350600-2,Python,1,0,2,0,439.31,JOD
212628180-9,R,0,0,1,0,102.16,Euro
076465400-4,c++,1,1,0,0,247.49,USD
095908782-6,C++,0,1,2,2,387.91,Euro
306545496-3,C++,0,1,1,0,320.45,Euro
965281830-5,c++,0,0,1,2,416.60,JOD
780471189-1,R,2,1,1,2,339.25,JOD
491964761-1,R,2,1,0,0,154.77,USD
295794525-8,PYTHON,0,1,2,0,317.75,USD
388656136-4,R,1,0,0,0,100.67,USD
048378981-X,c++,1,0,2,2,247.23,JOD
934563610-2,c++,1,1,0,2,195.25,USD
727885342-7,JAVA,2,1,2,0,464.65,USD
808006302-8,PYTHON,1,0,1,2,132.22,Euro
558604479-X,Python,0,1,1,0,118.92,Euro
037138887-2,java,0,2,1,1,341.43,JOD
235616598-3,C++,1,2,2,2,204.99,JOD
010064673-5,java,0,0,1,0,154.80,Euro
693295114-2,JAVA,0,2,2,1,445.00,USD
369737151-7,java,2,2,1,1,349.07,USD
195763616-5,java,1,2,1,1,456.48,JOD
285326699-0,C++,2,2,0,0,152.06,Euro
396650879-6,C++,0,0,0,1,128.19,Euro
682850601-4,java,0,0,0,1,431.98,JOD
632652146-7,c++,0,1,0,0,353.35,USD
784255049-2,PYTHON,2,1,1,2,296.25,USD
617120101-4,JAVA,0,2,1,1,394.08,JOD
180135147-3,R,0,1,1,1,206.19,Euro
660709236-5,JAVA,2,0,1,0,342.44,Euro
347218642-9,PYTHON,2,0,2,2,499.41,JOD
630167324-7,,2,0,0,0,198.50,Euro
124846102-9,C++,0,2,1,2,386.82,USD
859734058-4,java,1,0,1,0,300.21,Euro
668998244-0,java,1,0,1,0,288.66,USD
617207490-3,JAVA,1,1,1,2,373.54,Euro
676838141-5,Python,0,1,1,2,471.74,JOD
118312271-3,C++,1,2,2,0,408.67,USD
922108798-0,PYTHON,2,1,2,1,424.10,USD
461765062-8,R,2,2,0,0,392.65,USD
096704049-3,Python,2,1,1,0,261.17,Euro
668041400-8,java,0,2,1,0,330.66,Euro
871867995-1,Python,0,2,0,1,190.48,USD
444018018-3,c++,0,2,0,1,114.52,USD
908187298-2,C++,1,0,0,0,154.85,Euro
111909026-1,,1,0,0,1,455.72,JOD
077107441-7,R,0,0,1,1,383.94,JOD
716250361-6,,1,,2,2,449.59,USD
432960165-6,JAVA,1,,1,0,438.23,USD
220233095-X,C++,1,0,2,0,438.16,Euro
602495172-8,Python,2,0,1,0,329.52,JOD
041645799-1,Python,2,1,1,1,384.19,USD
562225344-6,R,0,1,1,1,275.22,USD
970451810-2,C++,0,1,0,2,314.69,Euro
123699377-2,,1,2,1,0,460.24,USD
086084140-5,java,2,2,1,2,275.73,USD
789484508-6,PYTHON,1,1,1,2,133.96,Euro
754182637-5,c++,2,1,1,0,361.34,Euro
410476661-5,C++,0,1,2,0,111.81,USD
119447248-6,java,2,0,2,0,411.52,Euro
375478989-9,C++,1,2,1,1,496.70,Euro
186627768-5,R,1,2,1,2,348.23,USD
