Store_ID,City,Item_1,Item_2,Item_3,Item_4,Monthly_Sales,Currency
529303095-7,zaqra,0,1,1,1,31436.64,USD
132037096-9,amman,1,2,1,2,41257.04,JOD
531301874-4,A'zarqa,2,1,0,2,22641.82,JOD
774037126-2,,2,0,0,1,14149.53,USD
844113509-6,Zarqa,0,2,0,2,44533.01,USD
725293489-6,amman,0,0,1,1,28617.36,USD
234085614-0,amman,0,2,0,2,39982.47,JOD
458162227-1,amman,2,2,2,1,50829.23,JOD
117040924-5,Amman,0,2,0,2,39196.91,USD
762775303-1,amman,2,2,0,1,49729.96,USD
740638487-4,Amman,2,2,2,2,46863.98,JOD
518893157-5,zaqra,1,1,1,2,23534.28,JOD
604063859-1,amman,0,0,2,0,19376.35,USD
193783660-6,Zarqa,1,2,1,0,49741.78,JOD
141823744-2,Amman,2,1,1,0,46822.46,JOD
002853689-4,A'zarqa,0,1,2,1,34136.91,USD
188757982-6,zaqra,1,2,2,2,20504.69,JOD
789719287-3,amman,2,2,2,2,37860.36,USD
866933746-0,Zarqa,1,2,2,0,44088.17,JOD
374399347-3,,1,1,1,0,31891.80,JOD
718826209-8,amman,0,0,2,2,12522.53,JOD
337914877-6,Zarqa,0,2,0,2,18897.69,JOD
444005555-9,,1,0,1,2,31012.62,JOD
461226890-3,Zarqa,1,2,0,0,45995.66,USD
932789377-8,Zarqa,2,1,2,2,42893.86,JOD
258612543-6,zaqra,1,0,2,0,26751.93,USD
031065723-7,amman,1,0,1,2,32431.01,USD
189645844-0,zaqra,1,0,1,0,43721.11,JOD
210340352-5,A'zarqa,1,0,1,1,49807.68,USD
436224113-2,Amman,1,2,1,0,49538.25,JOD
851845049-7,amman,0,2,1,1,44711.03,JOD
362473327-3,Amman,2,1,2,0,20451.34,USD
340740567-7,Zarqa,0,2,0,1,24152.81,JOD
257453880-3,Zarqa,1,1,0,1,27832.76,USD
728448441-1,A'zarqa,0,2,0,1,17130.03,USD
273724777-2,Zarqa,2,2,2,2,32508.42,JOD
666106846-9,,1,2,1,2,52327.47,JOD
956849123-6,A'zarqa,0,2,2,0,22053.15,JOD
307645030-1,Capital City,0,0,2,1,36614.93,JOD
706750390-6,zaqra,0,1,0,1,40002.10,JOD
265960294-8,amman,2,1,0,1,39389.62,USD
000822559-1,Capital City,1,1,0,2,13993.02,JOD
583384664-1,zaqra,2,2,2,1,12213.93,JOD
770166554-4,zaqra,1,2,0,0,30766.98,JOD
180463457-3,Amman,0,2,1,2,24420.56,JOD
567819923-4,zaqra,0,2,0,1,41991.99,USD
261853702-5,Capital City,0,1,1,0,29911.22,JOD
372050529-4,Capital City,1,1,1,0,21115.82,JOD
545108519-6,Zarqa,2,1,0,0,24076.32,USD
450805371-8,amman,2,2,1,2,44430.61,JOD
925673240-8,A'zarqa,2,1,1,2,48005.91,JOD
064956478-2,Capital City,2,1,2,1,41682.56,JOD
789854238-X,Zarqa,2,0,2,1,52074.85,USD
349661463-3,amman,1,1,0,0,41568.96,JOD
242724733-2,,0,1,0,0,16569.15,USD
389505590-5,,2,0,1,2,33865.06,USD
811029865-6,A'zarqa,2,1,1,2,42141.72,JOD
277579330-4,Zarqa,1,1,0,0,20433.85,USD
129768252-1,Capital City,1,0,1,1,50137.75,USD
779090729-8,amman,0,1,2,2,12258.28,JOD
586562786-4,zaqra,2,0,0,1,25763.56,USD
483890270-0,,2,0,2,1,30466.86,JOD
374534260-7,amman,1,2,1,0,30258.98,USD
091492065-0,Capital City,2,1,0,2,27029.79,USD
246773617-2,zaqra,1,1,1,0,27194.01,JOD
810720701-7,amman,2,1,1,1,26056.54,USD
686323463-7,A'zarqa,2,0,2,1,30531.90,JOD
149667375-1,zaqra,0,0,2,0,17085.57,USD
689045803-6,zaqra,1,0,1,1,25508.12,JOD
054902408-5,Capital City,1,0,2,0,39789.15,USD
793876792-1,amman,1,0,2,1,49867.42,JOD
605341169-8,zaqra,0,1,1,0,34646.98,JOD
366070244-7,Capital City,2,0,0,1,48683.44,USD
632357101-3,Zarqa,0,0,2,0,51276.60,JOD
351948401-3,,0,1,2,0,24888.24,JOD
126693489-8,Zarqa,1,2,2,2,34830.41,USD
979012984-X,Capital City,2,0,0,0,12921.19,USD
651105391-1,A'zarqa,1,0,1,1,25711.95,JOD
610008088-5,Zarqa,0,1,1,2,15461.45,USD
540135531-9,Zarqa,1,2,0,2,46083.03,USD
675583705-9,amman,2,1,2,0,35201.44,JOD
133182439-7,,0,2,1,1,52584.21,USD
615892318-4,amman,1,2,1,2,43859.44,JOD
898571705-7,Amman,1,0,0,1,41134.20,JOD
473417847-X,A'zarqa,1,2,2,1,30373.94,JOD
800132013-8,A'zarqa,1,1,2,1,35336.78,USD
856482346-2,Zarqa,2,1,1,1,18352.20,JOD
046044330-5,Amman,1,0,2,2,14683.34,USD
490767804-5,amman,2,1,1,0,30846.29,JOD
621824855-0,Capital City,0,0,2,2,50353.59,JOD
445371010-0,Amman,1,1,0,2,19277.86,JOD
623550482-9,Zarqa,1,2,2,2,21798.76,JOD
762631393-3,Zarqa,2,1,2,1,41825.75,USD
097198758-0,Capital City,1,2,0,2,39465.68,JOD
122930491-6,A'zarqa,1,0,1,0,35995.75,JOD
147387902-7,A'zarqa,0,2,2,2,15676.51,USD
304086438-6,zaqra,0,0,0,2,46693.74,JOD
285148536-9,amman,0,0,0,2,46683.98,JOD
762139289-4,Zarqa,1,1,0,2,20192.68,JOD
926491379-3,Capital City,0,2,2,0,22631.09,JOD
491180907-8,zaqra,2,2,0,2,13808.73,USD
149465633-7,zaqra,2,2,2,0,41865.84,JOD
142207937-6,A'zarqa,1,2,1,2,41042.97,USD
207125307-8,amman,2,0,1,2,15099.09,USD
917567743-1,zaqra,1,1,0,0,48201.04,USD
843256821-X,A'zarqa,1,2,1,0,47500.99,USD
005435525-7,Amman,1,1,0,1,42036.80,JOD
212677878-9,Amman,1,0,0,2,27546.59,USD
751137057-8,Capital City,0,2,2,1,32225.61,JOD
975353263-6,Amman,0,2,1,2,25297.48,JOD
962844407-7,A'zarqa,0,2,0,2,25102.37,USD
375668256-0,Capital City,1,0,0,1,21252.12,USD
400443356-8,Capital City,1,0,2,2,38153.21,USD
379900154-9,Amman,2,0,2,2,43053.97,USD
067197856-X,Zarqa,0,0,2,0,52643.32,USD
230747684-9,Capital City,0,2,2,2,41953.03,JOD
630641564-5,Amman,1,1,2,1,39912.96,USD
491543770-1,amman,2,1,0,0,41163.59,JOD
819214112-8,A'zarqa,2,2,0,2,16324.30,JOD
931475861-3,Zarqa,1,0,0,1,14483.22,USD
200794971-7,amman,1,2,0,2,26769.98,USD
708729970-0,zaqra,1,0,1,1,16431.48,USD
118171171-1,amman,2,0,1,0,27934.79,JOD
257735385-5,A'zarqa,1,2,2,0,48201.79,JOD
920169770-8,amman,2,0,2,0,42814.58,USD
589017902-0,A'zarqa,1,1,0,0,43598.90,JOD
015016759-8,Capital City,0,2,0,0,45665.19,JOD
238718515-3,amman,2,2,1,0,16629.08,JOD
346503781-2,A'zarqa,0,0,0,1,16487.98,JOD
429975377-1,Capital City,2,1,0,1,37979.93,USD
445091816-9,Amman,2,0,1,1,43268.68,JOD
062876701-3,A'zarqa,2,2,1,1,23542.98,JOD
680561762-6,Capital City,1,1,0,2,28736.80,USD
118169974-6,zaqra,2,2,2,0,42576.03,JOD
277130979-3,Zarqa,2,2,2,0,12646.17,USD
096749615-2,amman,0,1,2,1,35328.93,JOD
044782172-5,zaqra,2,1,2,0,28030.87,USD
844542023-2,A'zarqa,2,0,1,2,19438.95,USD
288857155-2,A'zarqa,1,1,2,2,46087.08,JOD
963652603-6,Zarqa,1,1,2,0,28927.40,JOD
328467189-7,Amman,1,0,0,2,30708.73,USD
410178717-4,Zarqa,2,1,0,2,44554.00,JOD
252784992-X,Zarqa,1,2,0,0,12298.86,JOD
937834798-3,A'zarqa,1,2,1,1,33638.89,JOD
574887426-1,Capital City,0,2,1,2,12167.27,JOD
348531475-7,Zarqa,0,1,2,2,15172.50,USD
215329939-X,zaqra,0,1,1,0,34483.57,USD
316178251-8,A'zarqa,2,2,0,2,25540.50,JOD
635022040-4,Zarqa,1,0,1,0,48573.17,USD
420967198-3,,2,0,2,1,17487.10,USD
802938970-1,Amman,0,1,0,0,30914.98,JOD
141989118-9,Capital City,2,0,0,0,46326.08,USD
866106132-6,Capital City,2,0,0,1,22817.60,USD
252703469-1,amman,2,1,1,0,24017.29,USD
315329735-5,amman,1,0,1,1,33507.25,JOD
700971433-9,Amman,0,2,1,2,25242.53,USD
173771963-0,Capital City,2,1,2,1,21787.51,JOD
339143374-4,Amman,0,2,1,1,20808.03,USD
882744549-8,A'zarqa,0,1,1,0,23612.67,JOD
592345709-1,amman,1,1,2,1,13271.89,JOD
085868710-0,Capital City,1,0,1,2,52798.27,JOD
620213987-0,zaqra,0,1,0,2,23287.66,JOD
010602961-4,A'zarqa,2,0,1,2,48185.17,USD
159741319-4,Zarqa,0,2,0,0,27385.86,USD
130535608-X,Capital City,1,2,0,1,29197.22,USD
364495478-X,zaqra,2,0,0,0,13834.13,JOD
853227970-8,Capital City,2,2,0,1,17177.05,JOD
390982444-7,A'zarqa,2,1,0,0,31157.92,JOD
589096019-9,Amman,0,2,0,2,34376.11,USD
848931248-6,A'zarqa,1,2,0,2,47857.96,JOD
188944391-3,A'zarqa,1,1,1,0,32075.05,JOD
488194466-5,A'zarqa,2,2,1,1,26091.75,JOD
002949489-3,amman,2,0,2,2,33287.21,JOD
076856729-7,Capital City,0,2,2,0,18653.22,JOD
298245792-X,amman,0,2,1,1,20113.78,JOD
409103840-9,amman,0,0,2,1,52687.42,USD
490022826-5,zaqra,2,2,2,0,28943.44,JOD
432195294-8,zaqra,1,0,2,0,46675.95,JOD
415396550-2,Capital City,2,0,0,1,19134.62,JOD
882773680-8,amman,0,1,1,0,23798.57,USD
460837036-7,zaqra,2,0,0,2,24888.71,USD
277456489-1,amman,2,0,2,1,30536.26,JOD
420560873-X,Zarqa,0,1,2,0,27502.22,JOD
361477292-6,amman,0,0,2,2,40562.76,JOD
550373151-4,A'zarqa,1,0,1,1,26568.66,USD
114943234-9,amman,2,0,0,1,49779.29,USD
307776417-2,zaqra,2,0,2,2,26731.10,USD
790008207-7,Zarqa,2,1,1,0,41008.44,JOD
050313889-4,zaqra,0,0,1,1,27249.95,JOD
623439450-7,Zarqa,2,2,1,1,26367.97,USD
910302535-7,zaqra,0,1,2,0,27507.75,USD
817973531-1,A'zarqa,2,0,2,1,18674.93,JOD
654057819-9,amman,1,0,0,0,33078.68,JOD
183136808-0,Amman,0,1,0,0,22409.82,USD
538501699-3,Zarqa,0,2,2,1,28786.27,USD
709978806-X,Capital City,2,1,0,0,44598.82,USD
889045329-X,Zarqa,2,2,0,2,41758.84,USD
583069799-8,Zarqa,2,0,2,1,15363.09,USD
210775058-0,amman,0,0,2,1,46537.85,JOD
587099953-7,Capital City,1,0,2,1,46139.61,USD
251094646-3,A'zarqa,1,1,1,1,40429.94,JOD
707809954-0,Amman,0,2,2,1,14615.62,USD
313300995-8,Zarqa,2,2,2,2,25303.10,USD
971857035-7,Amman,1,0,1,2,27388.42,USD
577072603-2,Zarqa,1,2,2,1,30457.84,USD
931512811-7,,0,1,0,2,26941.55,JOD
865825048-2,Capital City,1,1,2,2,20939.79,USD
510770634-7,A'zarqa,0,1,2,2,45278.58,USD
573909502-6,amman,0,1,2,1,34692.11,JOD
597034347-1,amman,0,2,0,1,27656.55,USD
538101571-2,Amman,1,2,0,1,51943.03,JOD
760921027-7,amman,0,2,1,0,12150.42,JOD
206892656-3,Amman,1,1,0,0,29721.10,USD
431059324-0,amman,2,2,0,2,21358.65,USD
374255032-2,Zarqa,0,2,0,0,48915.59,JOD
856630679-1,zaqra,1,2,2,0,36116.12,USD
751283788-7,amman,0,0,2,1,51064.42,JOD
985174154-X,Zarqa,0,0,2,0,28244.21,USD
783841783-X,zaqra,1,1,2,2,48500.87,USD
262706186-0,zaqra,0,1,0,0,14454.84,JOD
244596760-0,amman,1,0,2,0,16867.01,JOD
802220671-7,Capital City,2,0,1,0,40436.87,USD
843108441-3,amman,1,0,0,2,40638.19,USD
761813918-0,Capital City,1,2,0,1,41028.62,JOD
120502224-4,Capital City,1,1,2,2,47085.88,USD
511995154-6,amman,2,1,1,2,26305.39,USD
086453103-6,A'zarqa,2,2,1,1,20011.42,USD
555626970-X,A'zarqa,2,0,1,1,19948.08,JOD
730282698-6,A'zarqa,0,0,1,2,37767.78,USD
933006595-3,A'zarqa,2,0,1,0,43343.02,USD
385547160-6,Capital City,2,0,1,1,21651.00,USD
826650745-7,zaqra,1,1,1,0,15213.92,USD
960894518-6,,1,1,0,2,42625.71,JOD
140016308-0,amman,0,2,0,2,25095.07,JOD
438394692-5,,2,1,2,1,12114.19,JOD
941542927-5,Capital City,0,1,0,2,37813.12,USD
203841579-X,zaqra,0,2,1,2,38732.48,JOD
038945422-2,zaqra,2,0,0,2,22411.04,USD
175917543-9,A'zarqa,2,0,1,2,32822.12,JOD
401617238-1,zaqra,1,1,2,0,51936.43,USD
046506671-2,Amman,0,1,2,2,42329.89,JOD
469092151-2,zaqra,1,2,1,1,23639.93,JOD
650762489-6,amman,2,2,2,1,19748.81,JOD
596853632-2,amman,1,0,2,1,39251.51,JOD
894986371-5,zaqra,1,1,0,1,50037.60,JOD
738803706-3,Zarqa,0,0,0,0,32349.14,USD
356030781-3,Capital City,1,0,1,2,19825.82,USD
845062088-0,Capital City,1,1,2,2,40476.41,JOD
554974093-1,Amman,2,1,0,0,19795.39,USD
938358135-2,zaqra,2,1,0,1,31913.86,USD
263150708-8,Zarqa,0,1,1,0,48285.34,JOD
972768384-3,Zarqa,0,0,2,0,44146.52,JOD
098324190-2,Amman,2,1,2,1,19400.18,JOD
426067521-4,Capital City,1,0,2,2,35164.83,JOD
117682046-X,Zarqa,2,1,2,0,22008.22,USD
113966342-9,amman,0,1,1,1,50040.12,JOD
118478241-5,A'zarqa,2,0,0,0,32585.27,JOD
705335562-4,Amman,1,0,1,0,12329.40,USD
307571423-2,Capital City,2,1,2,2,21956.93,JOD
059993962-1,Amman,1,2,2,2,13044.19,JOD
847104430-7,,0,1,0,0,47259.54,USD
696966984-X,A'zarqa,0,2,1,0,17191.00,JOD
836345034-0,amman,1,1,0,0,22258.75,JOD
197814369-9,Zarqa,1,2,2,1,47613.71,USD
899018440-1,,0,1,0,1,51860.09,JOD
272681015-2,amman,0,2,2,1,51917.85,USD
094328168-7,Amman,2,1,1,2,48643.45,JOD
912690567-1,zaqra,2,1,1,2,33386.96,JOD
692852318-2,A'zarqa,2,1,0,2,34452.38,USD
977080105-4,Capital City,1,1,2,0,41812.47,USD
940555502-2,Amman,2,1,1,0,37043.61,JOD
442882205-7,A'zarqa,0,1,0,1,26107.84,JOD
697486864-2,,2,0,0,1,37355.13,JOD
868724498-3,Amman,0,2,2,1,18923.89,USD
011184679-X,amman,2,0,1,1,22427.80,JOD
055910828-1,Zarqa,1,0,1,2,41701.84,JOD
138899114-4,amman,1,1,0,1,47972.37,USD
611931266-8,A'zarqa,0,2,1,2,30954.05,USD
150094162-X,Zarqa,2,1,1,0,23678.50,JOD
851795756-3,amman,0,0,0,2,21406.98,JOD
446652157-3,amman,1,2,0,0,16489.26,USD
661985969-0,Capital City,2,1,1,2,44531.73,USD
111319749-8,zaqra,0,1,1,1,20337.35,JOD
741586577-4,Amman,1,0,1,0,41229.54,JOD
102100047-7,amman,0,2,2,1,20629.42,USD
718819852-7,Amman,0,1,2,1,16380.65,USD
871679389-7,Amman,1,2,1,2,13364.44,JOD
087563153-3,Amman,0,1,2,2,23874.61,USD
219649628-6,A'zarqa,2,2,1,1,50395.26,USD
206959557-9,amman,0,2,1,2,12534.49,JOD
729079133-9,Zarqa,0,1,0,2,26438.76,JOD
185075273-7,Amman,0,0,0,2,40852.55,USD
692845697-3,Capital City,2,0,2,1,32142.17,USD
721322180-9,Amman,2,0,2,2,13920.03,JOD
646398661-5,amman,2,1,0,1,29076.72,USD
398687281-7,Amman,0,1,0,0,30385.86,USD
832194159-1,A'zarqa,0,0,2,1,23821.64,USD
290103111-0,Amman,1,1,0,0,27981.76,JOD
492599312-7,amman,2,1,2,1,50619.24,USD
103361911-6,Capital City,0,0,2,1,40432.69,USD
037684397-7,Zarqa,0,2,1,1,43265.65,USD
182879461-9,amman,2,0,1,2,41119.57,JOD
036118701-7,A'zarqa,2,2,1,0,27224.54,JOD
793550141-6,Zarqa,2,0,0,1,41489.62,JOD
295704110-3,Capital City,1,2,1,0,31131.05,JOD
067057314-0,A'zarqa,0,1,1,1,33888.24,JOD
063467091-3,amman,1,2,0,1,51546.42,JOD
585389838-8,Capital City,2,2,1,1,15529.27,USD
460140859-8,Capital City,2,0,2,0,35442.79,USD
558647701-7,Zarqa,2,0,0,0,27129.83,USD
978776801-2,Amman,0,0,0,1,25979.21,USD
626244332-0,amman,1,1,2,0,24572.00,JOD
019587579-6,Capital City,1,1,2,0,38370.63,JOD
990732161-3,amman,0,0,0,2,29172.00,USD
485625178-3,Zarqa,2,2,1,2,41414.42,USD
086646399-2,Amman,0,1,0,2,23216.86,JOD
722515491-5,Capital City,0,0,1,1,23924.19,JOD
708607773-9,Zarqa,2,0,1,0,15867.65,JOD
299222547-9,,1,0,2,2,26446.32,USD
835560354-0,Capital City,0,1,0,1,40266.21,USD
655082829-5,zaqra,0,2,2,1,41566.60,JOD
210137410-2,A'zarqa,0,0,1,0,40394.70,USD
996322213-7,Amman,2,2,1,2,52307.02,USD
441412765-3,Zarqa,2,0,2,1,44060.20,JOD
733532812-8,zaqra,2,1,1,0,29720.14,JOD
040770466-3,Zarqa,0,2,1,0,20614.94,USD
538488316-2,Zarqa,1,2,2,0,46873.24,JOD
624834570-8,Capital City,1,2,2,0,13970.48,USD
755594286-0,Amman,2,0,2,0,33772.25,USD
041401385-9,Zarqa,2,1,2,0,22577.46,USD
717054059-2,Amman,2,2,2,2,37618.66,USD
446218073-9,zaqra,0,0,0,2,12286.20,JOD
059725145-2,,0,2,0,2,13572.35,USD
245758429-9,Capital City,2,0,2,1,36938.42,JOD
763210432-1,A'zarqa,0,0,1,2,51364.17,USD
504816378-8,A'zarqa,0,0,1,0,28971.02,JOD
533980791-6,Capital City,1,0,2,2,12605.79,USD
030205250-X,Capital City,0,2,1,0,36148.83,JOD
142385564-7,Amman,1,1,2,2,16180.06,JOD
026109635-4,Zarqa,1,1,1,1,27578.96,USD
388054034-9,Zarqa,0,2,0,1,17630.37,JOD
033281209-X,,1,1,1,0,32562.26,JOD
432023478-2,A'zarqa,1,0,2,1,34236.16,USD
693074872-2,Amman,2,2,0,1,20963.01,JOD
563354929-5,Zarqa,2,0,0,1,52537.86,JOD
057702395-0,Amman,2,1,0,0,44681.05,USD
063921979-9,zaqra,1,2,2,2,36839.39,JOD
860740548-9,amman,2,1,1,2,40779.18,JOD
542002029-7,A'zarqa,2,0,1,2,32715.87,USD
329438363-0,Amman,0,1,1,0,27811.53,JOD
682722339-6,A'zarqa,0,1,2,0,37036.90,JOD
728260911-X,zaqra,0,1,0,1,34508.65,USD
736893088-9,zaqra,0,2,0,2,12942.70,USD
996444750-7,Zarqa,1,2,2,0,15058.35,USD
786083143-0,amman,2,2,2,2,35570.97,USD
604790446-7,amman,2,0,1,0,41914.97,USD
353245597-8,Amman,0,0,1,2,21410.26,JOD
949350923-0,Capital City,1,0,0,0,31270.68,JOD
452326132-6,zaqra,0,1,1,2,15850.59,USD
102266215-5,A'zarqa,2,1,1,2,19223.63,JOD
752125955-6,Zarqa,1,2,0,0,43494.74,USD
551852125-1,Capital City,0,2,2,1,35919.55,JOD
879745907-0,amman,0,1,2,1,50817.80,USD
172333713-7,Capital City,2,0,2,1,44821.28,USD
794195483-4,zaqra,1,0,0,0,51687.86,USD
849325127-5,A'zarqa,1,0,2,0,39324.40,JOD
692174441-8,,1,2,2,1,18061.68,JOD
963470365-8,,0,1,1,1,37146.13,USD
249892691-7,Capital City,0,2,2,0,22776.36,JOD
780796650-5,amman,1,0,1,2,15706.45,USD
735535746-8,Capital City,1,2,2,2,45045.27,JOD
661330015-2,Amman,0,1,0,0,26965.07,USD
395039087-1,Amman,0,1,2,2,24472.81,JOD
442969966-6,Zarqa,0,0,2,1,42917.02,JOD
761088626-2,zaqra,1,2,2,2,48846.30,JOD
426832671-5,amman,0,0,0,2,32180.77,USD
709971820-7,amman,1,2,0,2,12934.12,JOD
026503079-X,zaqra,1,2,2,1,37496.89,JOD
001839249-0,Capital City,1,1,0,1,12979.66,JOD
183556654-5,Amman,1,0,1,1,24108.65,USD
464911953-7,Amman,1,1,0,0,36400.39,USD
490379129-7,A'zarqa,0,2,2,0,50358.72,JOD
685588264-1,A'zarqa,1,1,1,2,49966.16,USD
531850250-4,Zarqa,1,1,1,1,49392.63,JOD
833858499-1,Zarqa,0,0,1,0,15051.78,JOD
736069498-1,zaqra,0,2,1,2,47594.21,JOD
506419277-0,Capital City,0,2,0,1,39072.53,USD
924231521-4,zaqra,2,0,0,2,25214.31,JOD
324303257-1,zaqra,2,0,1,1,18545.00,JOD
788292021-5,Zarqa,0,2,1,1,25728.35,USD
621303938-4,Amman,1,1,1,2,50916.80,JOD
492704638-9,Zarqa,2,2,0,1,41200.19,JOD
686832364-6,Zarqa,0,1,1,1,36350.17,JOD
460808523-9,zaqra,2,2,1,2,13990.27,USD
491715720-X,amman,2,1,0,2,13105.75,JOD
586792217-0,amman,1,1,2,2,48211.08,USD
043477035-3,,1,0,2,1,25105.59,USD
555787689-8,zaqra,2,1,1,1,19257.26,USD
294129984-X,Zarqa,0,1,1,2,27236.97,USD
906818154-8,Amman,2,0,0,0,50559.79,USD
071231388-5,zaqra,1,2,0,1,14224.45,USD
499863381-3,Amman,2,2,2,2,27684.26,USD
965319830-0,A'zarqa,2,0,2,0,40249.71,JOD
369795248-X,A'zarqa,1,0,0,2,15310.52,USD
823487511-6,A'zarqa,0,2,1,1,28674.84,JOD
024169557-0,Zarqa,0,2,0,0,46684.29,USD
318326612-1,Zarqa,0,1,1,1,16832.12,JOD
042103066-6,amman,0,0,2,1,50663.54,JOD
099669831-0,A'zarqa,1,1,0,2,19117.92,JOD
877233143-7,amman,0,1,0,2,44312.94,JOD
388443553-1,zaqra,0,0,2,2,25812.69,JOD
892619401-9,zaqra,0,0,0,2,49494.28,USD
110207727-5,zaqra,2,0,1,1,34313.30,USD
469881982-2,Zarqa,0,0,2,1,47107.18,USD
963429882-6,Amman,1,2,0,0,39175.20,JOD
106547406-7,Amman,1,0,0,0,26224.38,USD
268240544-4,A'zarqa,2,0,0,0,27686.67,JOD
460637215-X,Capital City,2,0,1,0,28283.80,JOD
831232044-X,zaqra,2,1,1,2,28556.40,USD
549019746-3,A'zarqa,0,2,1,1,52450.90,USD
712556931-5,zaqra,0,1,2,2,31792.76,USD
938789549-1,Amman,2,0,0,0,15830.60,JOD
779809906-9,zaqra,2,1,2,2,24526.40,JOD
986598270-6,zaqra,1,0,1,2,41803.93,USD
234783403-7,A'zarqa,1,0,2,2,49209.81,JOD
428061191-2,,0,0,1,2,15167.93,JOD
619288929-5,A'zarqa,1,2,1,1,45735.26,USD
401116041-5,amman,1,2,2,2,49979.51,JOD
123378051-4,Amman,0,2,1,1,16410.39,JOD
565706486-0,Amman,1,0,2,0,15408.82,USD
899108833-3,amman,1,2,0,0,34262.56,JOD
023605336-1,amman,2,1,0,0,27840.29,USD
344920830-6,A'zarqa,0,1,1,2,19862.93,JOD
895498784-2,zaqra,0,2,1,1,46214.92,USD
534324256-1,Capital City,1,0,0,2,50019.33,USD
738745859-6,Zarqa,0,0,0,2,23972.65,JOD
776582749-9,Zarqa,0,1,0,0,31876.04,USD
890625165-3,Capital City,0,1,1,2,17336.08,JOD
015170436-8,amman,2,1,1,0,30051.43,JOD
671594670-1,A'zarqa,1,1,1,1,22995.11,JOD
645014448-3,Zarqa,0,2,2,0,43622.33,USD
044433037-2,Zarqa,0,0,0,0,28205.50,JOD
203479566-0,amman,2,1,1,0,44274.19,JOD
326988499-0,Amman,2,0,0,0,48172.77,JOD
012886657-8,amman,0,2,1,2,14870.97,JOD
038874265-8,Amman,1,0,2,2,29395.80,USD
883472895-5,A'zarqa,2,1,1,2,33385.69,JOD
106203292-6,A'zarqa,0,0,0,2,40804.65,USD
333355787-8,A'zarqa,0,0,2,1,49193.60,USD
095317074-8,Zarqa,1,1,0,0,31442.81,JOD
560754057-X,Zarqa,2,0,2,0,32423.21,JOD
759857493-6,Zarqa,0,2,2,0,46850.30,USD
473448530-5,Capital City,0,2,1,2,35831.96,JOD
405032215-3,Zarqa,0,2,1,2,30613.35,USD
937381659-4,Capital City,0,2,0,0,15545.19,JOD
568564509-0,A'zarqa,2,2,1,2,47414.65,JOD
837909135-3,Capital City,2,0,0,2,48548.73,JOD
064275693-7,Zarqa,0,2,2,0,34916.81,JOD
264953832-5,Zarqa,0,0,1,1,13667.67,USD
147417818-9,amman,2,0,0,0,40259.82,USD
690493889-7,Zarqa,1,1,2,2,13480.08,JOD
850433825-8,Capital City,2,1,0,2,12491.63,USD
818416011-9,Capital City,2,1,2,2,26070.83,JOD
248984933-6,,2,1,0,1,46938.40,USD
650629667-4,,0,0,0,2,35358.61,USD
752715333-4,zaqra,2,0,2,1,23780.17,USD
300562839-6,Capital City,2,2,2,2,48524.25,JOD
519839045-3,A'zarqa,2,0,0,1,14092.35,USD
183289902-0,Amman,2,1,0,2,17050.80,JOD
887662109-1,,2,2,1,2,38704.74,JOD
353739634-1,Capital City,0,1,2,2,33029.71,USD
754815177-2,zaqra,2,2,1,2,38834.26,USD
544015137-0,Capital City,1,1,2,1,16160.04,USD
834144467-4,Capital City,1,2,0,2,16343.75,JOD
937353265-0,A'zarqa,1,1,1,0,43461.76,USD
261291366-1,amman,2,2,2,1,17757.48,JOD
145939853-X,amman,2,1,2,1,31313.60,USD
216775474-4,,0,1,0,2,34834.26,JOD
973215828-X,Capital City,1,1,1,1,44055.25,JOD
067833560-5,A'zarqa,2,1,0,0,28792.17,JOD
726107639-2,A'zarqa,2,1,2,1,47100.14,JOD
859760486-7,Zarqa,2,2,0,2,51987.33,USD
362932194-1,Zarqa,0,2,0,0,24652.11,JOD
970681089-7,Amman,2,2,2,2,38446.29,USD
656786488-5,Capital City,1,0,0,0,39664.62,USD
071410792-1,Amman,0,0,0,2,52740.39,USD
711827726-6,Zarqa,0,2,0,1,29995.32,JOD
239454364-7,Capital City,1,0,2,0,18458.21,USD
065727768-1,Zarqa,2,1,0,2,29196.45,USD
527329919-5,A'zarqa,2,1,2,0,36788.83,USD
490188797-1,A'zarqa,2,1,0,2,17579.99,USD
056984585-8,zaqra,0,0,1,2,28619.06,USD
335400220-4,amman,0,2,2,0,37695.75,USD
243536694-9,A'zarqa,2,1,1,1,44309.91,USD
574876304-4,Zarqa,2,1,2,1,46551.86,USD
203313767-8,zaqra,1,2,1,1,52503.10,USD
293939309-5,Amman,1,2,1,1,43585.98,USD
393746410-7,zaqra,2,2,2,2,35625.85,JOD
132865322-6,zaqra,2,1,0,0,49104.42,JOD
063477714-9,Capital City,2,0,0,0,49573.74,JOD
947401635-6,amman,2,1,0,0,42931.90,USD
540834646-3,Zarqa,2,2,0,0,20175.13,USD
254155725-6,zaqra,1,0,0,2,24530.57,USD
524110988-9,Capital City,0,1,1,2,17734.69,JOD
601501245-5,Capital City,2,2,1,0,16311.48,USD
692811273-5,A'zarqa,1,0,0,1,41745.52,USD
811543417-5,zaqra,2,1,1,2,22140.07,JOD
137804892-X,amman,2,0,0,2,44642.19,USD
698322182-6,A'zarqa,1,2,2,0,34366.65,USD
571548819-2,Capital City,1,0,1,2,18110.52,JOD
031672616-8,Amman,2,0,1,2,33157.92,USD
